NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,NUMPOINTS
Cheam,E05000560,393.03800,0.00000,E09000029,Sutton,116888,28
Beddington South,E05000556,306.10400,0.00000,E09000029,Sutton,116898,22
St. Helier,E05000562,149.66700,0.00000,E09000029,Sutton,116894,39
Wandle Valley,E05000571,205.36900,0.00000,E09000029,Sutton,116897,22
Belmont,E05000557,233.33200,0.00000,E09000029,Sutton,116890,11
Nonsuch,E05000561,190.70200,0.00000,E09000029,Sutton,116889,13
Worcester Park,E05000572,195.70300,0.00000,E09000029,Sutton,50827,11
Sutton South,E05000566,127.15900,0.00000,E09000029,Sutton,116900,9
Sutton West,E05000567,178.21500,0.00000,E09000029,Sutton,116892,21
Sutton Central,E05000564,131.04800,0.00000,E09000029,Sutton,116901,36
Carshalton Central,E05000558,202.38200,0.00000,E09000029,Sutton,116895,22
Sutton North,E05000565,187.37200,0.00000,E09000029,Sutton,116893,17
Stonecot,E05000563,198.35800,0.00000,E09000029,Sutton,116899,25
The Wrythe,E05000568,148.36100,0.00000,E09000029,Sutton,119327,11
Wallington South,E05000570,171.79800,0.00000,E09000029,Sutton,116891,24
Wallington North,E05000569,161.92700,0.00000,E09000029,Sutton,51325,21
Beddington North,E05000555,498.82100,0.00000,E09000029,Sutton,51326,15
Hampton,E05000520,687.72400,0.00000,E09000027,Richmond upon Thames,117445,29
Teddington,E05000530,429.55000,2.82300,E09000027,Richmond upon Thames,117446,18
Hampton Wick,E05000522,274.55200,0.44400,E09000027,Richmond upon Thames,50529,18
Heathfield,E05000523,191.05800,0.00000,E09000027,Richmond upon Thames,51143,33
Twickenham Riverside,E05000531,196.43100,21.26200,E09000027,Richmond upon Thames,117431,18
"Ham, Petersham and Richmond Riverside",E05000519,943.26700,18.15000,E09000027,Richmond upon Thames,51116,30
North Richmond,E05000526,280.14700,8.58500,E09000027,Richmond upon Thames,117432,51
Kew,E05000524,357.62500,27.58300,E09000027,Richmond upon Thames,51115,15
East Sheen,E05000517,583.31900,0.00000,E09000027,Richmond upon Thames,117429,21
Mortlake and Barnes Common,E05000525,193.60800,9.31300,E09000027,Richmond upon Thames,50461,16
Hampton North,E05000521,194.98000,0.00000,E09000027,Richmond upon Thames,117449,12
Fulwell and Hampton Hill,E05000518,191.77200,0.00000,E09000027,Richmond upon Thames,51128,25
West Twickenham,E05000532,245.85600,0.00000,E09000027,Richmond upon Thames,117447,27
Whitton,E05000533,162.59700,0.00000,E09000027,Richmond upon Thames,51142,14
South Twickenham,E05000529,172.72700,3.68800,E09000027,Richmond upon Thames,117448,20
St. Margarets and North Twickenham,E05000527,200.76300,4.02600,E09000027,Richmond upon Thames,117430,33
South Richmond,E05000528,269.13900,3.14200,E09000027,Richmond upon Thames,50527,25
Barnes,E05000516,300.99400,36.42600,E09000027,Richmond upon Thames,50474,15
Cannon Hill,E05000456,222.34400,0.00000,E09000024,Merton,50826,12
Cricket Green,E05000458,299.55300,0.00000,E09000024,Merton,50783,73
Village,E05000472,621.28500,0.00000,E09000024,Merton,50778,14
Wimbledon Park,E05000474,231.00700,0.00000,E09000024,Merton,51250,28
Lower Morden,E05000465,180.37800,0.00000,E09000024,Merton,50534,6
West Barnes,E05000473,195.16400,0.00000,E09000024,Merton,50825,29
Raynes Park,E05000469,185.65100,0.00000,E09000024,Merton,50822,26
Dundonald,E05000459,115.19700,0.00000,E09000024,Merton,50823,17
St. Helier,E05000470,184.52700,0.00000,E09000024,Merton,50842,42
Ravensbury,E05000468,183.95400,0.00000,E09000024,Merton,50780,41
Merton Park,E05000466,181.41800,0.00000,E09000024,Merton,51252,41
Abbey,E05000455,139.32600,0.00000,E09000024,Merton,50779,55
Figge's Marsh,E05000460,114.19000,0.00000,E09000024,Merton,117356,46
Pollards Hill,E05000467,216.32600,0.00000,E09000024,Merton,51193,30
Graveney,E05000461,88.24900,0.00000,E09000024,Merton,122408,25
Longthornton,E05000464,148.34300,0.00000,E09000024,Merton,50785,16
Hillside,E05000462,118.89800,0.00000,E09000024,Merton,50824,18
Trinity,E05000471,107.60100,0.00000,E09000024,Merton,51251,8
Lavender Fields,E05000463,117.96500,0.00000,E09000024,Merton,50781,27
Colliers Wood,E05000457,111.09000,0.00000,E09000024,Merton,122406,62
Roehampton and Putney Heath,E05000621,442.41500,0.00000,E09000032,Wandsworth,117302,78
Thamesfield,E05000625,192.17200,26.21100,E09000032,Wandsworth,51249,51
Wandsworth Common,E05000627,276.49700,0.00000,E09000032,Wandsworth,117305,38
West Hill,E05000628,168.56800,0.00000,E09000032,Wandsworth,117310,20
West Putney,E05000629,184.76100,0.00000,E09000032,Wandsworth,50644,24
East Putney,E05000613,161.03400,0.00000,E09000032,Wandsworth,117303,86
Graveney,E05000616,101.11700,0.00000,E09000032,Wandsworth,122407,74
Tooting,E05000626,160.02000,0.00000,E09000032,Wandsworth,50715,94
Southfields,E05000624,152.46900,0.00000,E09000032,Wandsworth,50645,65
Earlsfield,E05000612,140.34100,0.00000,E09000032,Wandsworth,117304,52
Nightingale,E05000618,123.19700,0.00000,E09000032,Wandsworth,117311,44
Furzedown,E05000615,141.52800,0.00000,E09000032,Wandsworth,122411,37
Bedford,E05000611,180.48000,0.00000,E09000032,Wandsworth,50713,35
Balham,E05000610,121.17600,0.00000,E09000032,Wandsworth,50717,60
Fairfield,E05000614,145.42800,6.74500,E09000032,Wandsworth,117306,68
Northcote,E05000619,167.53500,0.00000,E09000032,Wandsworth,117307,92
Latchmere,E05000617,108.32600,0.00000,E09000032,Wandsworth,117312,49
St. Mary's Park,E05000622,139.68500,31.39900,E09000032,Wandsworth,117308,51
Queenstown,E05000620,320.48600,31.24400,E09000032,Wandsworth,117309,83
Shaftesbury,E05000623,94.78900,0.00000,E09000032,Wandsworth,50798,36
Palace Riverside,E05000259,148.08300,34.32100,E09000013,Hammersmith and Fulham,117145,36
Munster,E05000257,62.42700,0.00000,E09000013,Hammersmith and Fulham,117153,6
Sands End,E05000262,137.80600,23.59600,E09000013,Hammersmith and Fulham,117151,30
Parsons Green and Walham,E05000260,89.58700,0.00000,E09000013,Hammersmith and Fulham,117150,64
Fulham Broadway,E05000254,66.79700,0.00000,E09000013,Hammersmith and Fulham,117155,39
Ravenscourt Park,E05000261,121.53300,6.31700,E09000013,Hammersmith and Fulham,117147,38
Hammersmith Broadway,E05000256,110.30500,5.48600,E09000013,Hammersmith and Fulham,117148,75
Avonmore and Brook Green,E05000252,89.65900,0.00000,E09000013,Hammersmith and Fulham,117149,31
Askew,E05000251,76.25000,0.00000,E09000013,Hammersmith and Fulham,117146,42
Wormholt and White City,E05000265,90.16400,0.00000,E09000013,Hammersmith and Fulham,117157,26
Shepherd's Bush Green,E05000263,106.82000,0.00000,E09000013,Hammersmith and Fulham,117158,78
College Park and Old Oak,E05000253,343.65400,0.00000,E09000013,Hammersmith and Fulham,50480,60
Town,E05000264,65.12900,0.00000,E09000013,Hammersmith and Fulham,117152,41
Fulham Reach,E05000255,88.19800,5.92800,E09000013,Hammersmith and Fulham,117154,37
North End,E05000258,63.51700,0.00000,E09000013,Hammersmith and Fulham,117156,28
Addison,E05000250,55.48100,0.00000,E09000013,Hammersmith and Fulham,50641,34
Cremorne,E05000387,61.02800,13.24100,E09000020,Kensington and Chelsea,51243,70
Holland,E05000391,103.89600,0.00000,E09000020,Kensington and Chelsea,50661,29
Norland,E05000392,72.39300,0.00000,E09000020,Kensington and Chelsea,117492,37
Golborne,E05000389,94.41300,0.00000,E09000020,Kensington and Chelsea,50559,32
Redcliffe,E05000396,69.64000,0.00000,E09000020,Kensington and Chelsea,51247,52
Stanley,E05000399,66.23500,0.00000,E09000020,Kensington and Chelsea,117490,54
Royal Hospital,E05000397,90.14300,12.75300,E09000020,Kensington and Chelsea,117491,58
Brompton,E05000383,95.50400,0.00000,E09000020,Kensington and Chelsea,117493,72
Abingdon,E05000382,63.06000,0.00000,E09000020,Kensington and Chelsea,50660,44
Pembridge,E05000394,48.90400,0.00000,E09000020,Kensington and Chelsea,50562,28
Notting Barns,E05000393,62.33200,0.00000,E09000020,Kensington and Chelsea,50484,54
Colville,E05000385,39.21200,0.00000,E09000020,Kensington and Chelsea,50563,23
St. Charles,E05000398,70.78300,0.00000,E09000020,Kensington and Chelsea,50483,24
Earl's Court,E05000388,45.82800,0.00000,E09000020,Kensington and Chelsea,50662,41
Courtfield,E05000386,47.76000,0.00000,E09000020,Kensington and Chelsea,50654,33
Queen's Gate,E05000395,60.64500,0.00000,E09000020,Kensington and Chelsea,50657,39
Hans Town,E05000390,55.23400,0.00000,E09000020,Kensington and Chelsea,117494,41
Campden,E05000384,91.37000,0.00000,E09000020,Kensington and Chelsea,50561,34
St. James's,E05000644,346.37900,27.14600,E09000033,Westminster,117483,359
Lancaster Gate,E05000638,63.08200,0.00000,E09000033,Westminster,50773,47
Knightsbridge and Belgravia,E05000637,359.43000,0.00000,E09000033,Westminster,117482,189
Hyde Park,E05000636,95.51400,0.00000,E09000033,Westminster,50772,105
Churchill,E05000633,60.92300,9.33300,E09000033,Westminster,50796,41
Vincent Square,E05000646,68.35500,8.89000,E09000033,Westminster,117485,48
West End,E05000649,199.97300,0.00000,E09000033,Westminster,50723,290
Harrow Road,E05000635,49.51900,0.00000,E09000033,Westminster,50565,50
Bryanston and Dorset Square,E05000632,72.31800,0.00000,E09000033,Westminster,50771,99
Regent's Park,E05000643,225.57600,0.00000,E09000033,Westminster,50571,107
Abbey Road,E05000630,109.49200,0.00000,E09000033,Westminster,117484,33
Marylebone High Street,E05000641,100.10700,0.00000,E09000033,Westminster,117487,98
Queen's Park,E05000642,58.44100,0.00000,E09000033,Westminster,50555,26
Bayswater,E05000631,51.94900,0.00000,E09000033,Westminster,50564,27
Warwick,E05000647,57.35400,0.00000,E09000033,Westminster,50794,44
Tachbrook,E05000645,44.32800,8.94000,E09000033,Westminster,117486,58
Westbourne,E05000648,67.64600,0.00000,E09000033,Westminster,50566,47
Little Venice,E05000639,63.73300,0.00000,E09000033,Westminster,50568,67
Maida Vale,E05000640,64.61500,0.00000,E09000033,Westminster,50639,20
Church Street,E05000634,44.26900,0.00000,E09000033,Westminster,50567,41
Swiss Cottage,E05000144,125.67100,0.00000,E09000007,Camden,117288,35
Highgate,E05000137,323.92600,0.00000,E09000007,Camden,50573,29
Kilburn,E05000140,68.51800,0.00000,E09000007,Camden,117286,24
Bloomsbury,E05000129,102.09100,0.00000,E09000007,Camden,117296,118
Holborn and Covent Garden,E05000138,119.49300,0.00000,E09000007,Camden,117300,158
St. Pancras and Somers Town,E05000143,139.88900,0.00000,E09000007,Camden,117290,73
Camden Town with Primrose Hill,E05000130,116.61500,0.00000,E09000007,Camden,117297,115
Cantelowes,E05000131,75.93300,0.00000,E09000007,Camden,117299,67
King's Cross,E05000141,61.13800,0.00000,E09000007,Camden,117301,64
Fortune Green,E05000132,100.65200,0.00000,E09000007,Camden,117295,35
Frognal and Fitzjohns,E05000133,153.02300,0.00000,E09000007,Camden,117293,32
Gospel Oak,E05000134,69.23200,0.00000,E09000007,Camden,117291,17
Hampstead Town,E05000135,244.93900,0.00000,E09000007,Camden,117294,38
Kentish Town,E05000139,102.89500,0.00000,E09000007,Camden,117292,54
West Hampstead,E05000145,88.72900,0.00000,E09000007,Camden,117287,38
Belsize,E05000128,78.05700,0.00000,E09000007,Camden,50576,30
Haverstock,E05000136,73.17700,0.00000,E09000007,Camden,117298,22
Regent's Park,E05000142,134.95600,0.00000,E09000007,Camden,117289,109
Millwall,E05000583,245.81800,49.74300,E09000030,Tower Hamlets,117257,60
Blackwall and Cubitt Town,E05000575,296.71300,72.36900,E09000030,Tower Hamlets,117258,91
Shadwell,E05000586,96.22500,9.72000,E09000030,Tower Hamlets,51234,131
St. Katharine's and Wapping,E05000585,150.90900,36.30100,E09000030,Tower Hamlets,51235,78
Limehouse,E05000580,114.28400,7.03400,E09000030,Tower Hamlets,117259,74
Bethnal Green South,E05000574,88.18700,0.00000,E09000030,Tower Hamlets,117260,81
Mile End and Globe Town,E05000581,90.03900,0.00000,E09000030,Tower Hamlets,50748,44
Bethnal Green North,E05000573,82.53400,0.00000,E09000030,Tower Hamlets,117261,67
St. Dunstan's and Stepney Green,E05000584,101.84800,0.00000,E09000030,Tower Hamlets,117264,57
Mile End East,E05000582,107.13300,0.00000,E09000030,Tower Hamlets,50745,95
East India and Lansbury,E05000579,122.34100,4.54000,E09000030,Tower Hamlets,117265,61
Bromley-by-Bow,E05000578,107.07300,0.00000,E09000030,Tower Hamlets,117266,36
Bow West,E05000577,134.29300,0.00000,E09000030,Tower Hamlets,117262,63
Bow East,E05000576,186.61000,0.00000,E09000030,Tower Hamlets,117263,55
Whitechapel,E05000589,92.14700,0.00000,E09000030,Tower Hamlets,50753,113
Spitalfields and Banglatown,E05000587,63.77300,0.00000,E09000030,Tower Hamlets,50754,82
Weavers,E05000588,77.57500,0.00000,E09000030,Tower Hamlets,50811,64
Clerkenwell,E05000370,93.26300,0.00000,E09000019,Islington,50755,91
Caledonian,E05000368,113.61100,0.00000,E09000019,Islington,50626,51
St. Mary's,E05000379,86.83100,0.00000,E09000019,Islington,50761,102
Holloway,E05000375,100.87400,0.00000,E09000019,Islington,117408,91
Highbury East,E05000372,100.80900,0.00000,E09000019,Islington,50667,19
Highbury West,E05000373,108.25400,0.00000,E09000019,Islington,117409,63
Tollington,E05000381,84.86600,0.00000,E09000019,Islington,117405,17
Bunhill,E05000367,108.26300,0.00000,E09000019,Islington,50812,121
St. Peter's,E05000380,81.05300,0.00000,E09000019,Islington,50762,58
Canonbury,E05000369,80.72000,0.00000,E09000019,Islington,117407,40
Barnsbury,E05000366,83.01200,0.00000,E09000019,Islington,50763,55
St. George's,E05000378,84.58200,0.00000,E09000019,Islington,50625,44
Junction,E05000376,102.75000,0.00000,E09000019,Islington,50586,54
Finsbury Park,E05000371,91.62600,0.00000,E09000019,Islington,117410,99
Hillrise,E05000374,82.47100,0.00000,E09000019,Islington,117406,19
Mildmay,E05000377,82.68000,0.00000,E09000019,Islington,50699,32
Haggerston,E05000239,124.25000,0.00000,E09000012,Hackney,117332,133
Brownswood,E05000231,83.85500,0.00000,E09000012,Hackney,50583,42
De Beauvoir,E05000236,88.78300,0.00000,E09000012,Hackney,50759,72
Queensbridge,E05000245,107.97400,0.00000,E09000012,Hackney,50810,44
Wick,E05000249,162.74400,0.00000,E09000012,Hackney,50741,53
Dalston,E05000235,92.65800,0.00000,E09000012,Hackney,117336,76
Stoke Newington Central,E05000247,71.19200,0.00000,E09000012,Hackney,117340,52
Hackney Downs,E05000238,101.80500,0.00000,E09000012,Hackney,117342,63
Leabridge,E05000242,106.36300,0.00000,E09000012,Hackney,50675,22
New River,E05000244,97.79800,0.00000,E09000012,Hackney,117333,58
Cazenove,E05000232,68.46200,0.00000,E09000012,Hackney,117343,38
King's Park,E05000241,181.95600,0.00000,E09000012,Hackney,117334,3
Hoxton,E05000240,83.96000,0.00000,E09000012,Hackney,117335,33
Victoria,E05000248,80.22100,0.00000,E09000012,Hackney,50751,22
Hackney Central,E05000237,78.03100,0.00000,E09000012,Hackney,117337,56
Chatham,E05000233,90.75000,0.00000,E09000012,Hackney,117338,66
Clissold,E05000234,70.04400,0.00000,E09000012,Hackney,117339,22
Lordship,E05000243,118.80400,0.00000,E09000012,Hackney,117341,45
Springfield,E05000246,95.25600,0.00000,E09000012,Hackney,50676,22
Highgate,E05000272,249.48200,0.00000,E09000014,Haringey,117131,55
Harringay,E05000271,156.60900,0.00000,E09000014,Haringey,117132,144
Fortis Green,E05000270,199.07100,0.00000,E09000014,Haringey,119323,23
Bounds Green,E05000267,138.62400,0.00000,E09000014,Haringey,50494,55
Crouch End,E05000269,144.04000,0.00000,E09000014,Haringey,117135,22
Stroud Green,E05000279,109.37400,0.00000,E09000014,Haringey,50702,6
Muswell Hill,E05000274,165.32800,0.00000,E09000014,Haringey,50708,24
Hornsey,E05000273,105.39000,0.00000,E09000014,Haringey,117136,28
Alexandra,E05000266,261.38500,0.00000,E09000014,Haringey,50594,14
Noel Park,E05000275,122.56400,0.00000,E09000014,Haringey,50592,109
Woodside,E05000284,149.71500,0.00000,E09000014,Haringey,50537,47
St. Ann's,E05000277,109.38100,0.00000,E09000014,Haringey,117137,53
Seven Sisters,E05000278,129.46300,0.00000,E09000014,Haringey,50701,67
Tottenham Green,E05000280,135.96600,0.00000,E09000014,Haringey,117133,109
West Green,E05000282,139.91100,0.00000,E09000014,Haringey,50591,49
Tottenham Hale,E05000281,191.18900,0.00000,E09000014,Haringey,50694,58
White Hart Lane,E05000283,169.88500,0.00000,E09000014,Haringey,50597,56
Bruce Grove,E05000268,93.65800,0.00000,E09000014,Haringey,50589,109
Northumberland Park,E05000276,188.80200,0.00000,E09000014,Haringey,117134,91
Royal Docks,E05000491,473.05200,142.28300,E09000025,Newham,116821,24
Canning Town North,E05000477,252.08500,6.13600,E09000025,Newham,116825,64
Beckton,E05000475,625.18800,70.66500,E09000025,Newham,51352,85
East Ham South,E05000482,180.89900,1.74200,E09000025,Newham,50805,76
Stratford and New Town,E05000492,423.49700,4.51800,E09000025,Newham,116822,134
Canning Town South,E05000478,180.87500,12.29200,E09000025,Newham,116823,69
Custom House,E05000479,206.34400,0.00000,E09000025,Newham,116824,56
Plaistow South,E05000490,138.45200,0.00000,E09000025,Newham,116829,67
West Ham,E05000494,133.70000,0.00000,E09000025,Newham,116828,46
Plaistow North,E05000489,98.41800,0.00000,E09000025,Newham,50738,31
Forest Gate South,E05000484,119.11500,0.00000,E09000025,Newham,51318,65
Boleyn,E05000476,91.71800,0.00000,E09000025,Newham,51362,45
East Ham Central,E05000480,103.19700,0.00000,E09000025,Newham,51357,80
Green Street West,E05000486,80.28100,0.00000,E09000025,Newham,116826,52
Green Street East,E05000485,74.63100,0.00000,E09000025,Newham,116827,33
East Ham North,E05000481,90.46400,0.00000,E09000025,Newham,51355,43
Wall End,E05000493,137.67500,0.00000,E09000025,Newham,51277,38
Forest Gate North,E05000483,124.76800,0.00000,E09000025,Newham,51316,19
Manor Park,E05000488,133.48700,0.00000,E09000025,Newham,51359,52
Little Ilford,E05000487,189.96100,0.00000,E09000025,Newham,51356,55
Gascoigne,E05000032,113.87400,4.90600,E09000002,Barking and Dagenham,51280,43
Thames,E05000039,788.84800,120.12500,E09000002,Barking and Dagenham,117012,115
River,E05000038,354.36900,41.46400,E09000002,Barking and Dagenham,117013,35
Village,E05000041,214.74800,0.00000,E09000002,Barking and Dagenham,50858,21
Abbey,E05000026,128.29200,2.65500,E09000002,Barking and Dagenham,51353,55
Longbridge,E05000035,164.53000,0.00000,E09000002,Barking and Dagenham,51279,30
Eastbury,E05000031,143.92100,0.00000,E09000002,Barking and Dagenham,51278,45
Goresbrook,E05000033,127.78200,0.00000,E09000002,Barking and Dagenham,117016,17
Mayesbrook,E05000036,185.64200,0.00000,E09000002,Barking and Dagenham,117015,34
Becontree,E05000028,128.80900,0.00000,E09000002,Barking and Dagenham,117018,31
Alibon,E05000027,136.44200,0.00000,E09000002,Barking and Dagenham,117020,25
Valence,E05000040,129.28400,0.00000,E09000002,Barking and Dagenham,117019,37
Heath,E05000034,200.12800,0.00000,E09000002,Barking and Dagenham,117021,24
Whalebone,E05000042,155.39900,0.00000,E09000002,Barking and Dagenham,117022,27
Eastbrook,E05000030,345.06000,0.00000,E09000002,Barking and Dagenham,50856,19
Chadwell Heath,E05000029,338.42200,0.00000,E09000002,Barking and Dagenham,117014,36
Parsloes,E05000037,124.38400,0.00000,E09000002,Barking and Dagenham,117017,22
City of London,E09000001,314.94300,24.54600,E09000001,City of London,122502,384
