TfL Reference (TADS area),Camera Head Reference,Borough,Easting,Northing,Speed limit,Location,Fixed Camera Type,Site monitoring start date,Collisions;Fatal;1990,Collisions;Serious;1990,Collisions;Slight;1990,Collisions;Fatal;1991,Collisions;Serious;1991,Collisions;Slight;1991,Collisions;Fatal;1992,Collisions;Serious;1992,Collisions;Slight;1992,Collisions;Fatal;1993,Collisions;Serious;1993,Collisions;Slight;1993,Collisions;Fatal;1994,Collisions;Serious;1994,Collisions;Slight;1994,Collisions;Fatal;1995,Collisions;Serious;1995,Collisions;Slight;1995,Collisions;Fatal;1996,Collisions;Serious;1996,Collisions;Slight;1996,Collisions;Fatal;1997,Collisions;Serious;1997,Collisions;Slight;1997,Collisions;Fatal;1998,Collisions;Serious;1998,Collisions;Slight;1998,Collisions;Fatal;1999,Collisions;Serious;1999,Collisions;Slight;1999,Collisions;Fatal;2000,Collisions;Serious;2000,Collisions;Slight;2000,Collisions;Fatal;2001,Collisions;Serious;2001,Collisions;Slight;2001,Collisions;Fatal;2002,Collisions;Serious;2002,Collisions;Slight;2002,Collisions;Fatal;2003,Collisions;Serious;2003,Collisions;Slight;2003,Collisions;Fatal;2004,Collisions;Serious;2004,Collisions;Slight;2004,Collisions;Fatal;2005,Collisions;Serious;2005,Collisions;Slight;2005,Collisions;Fatal;2006,Collisions;Serious;2006,Collisions;Slight;2006,Collisions;Fatal;2007,Collisions;Serious;2007,Collisions;Slight;2007,Collisions;Fatal;2008,Collisions;Serious;2008,Collisions;Slight;2008,Collisions;Fatal;2009,Collisions;Serious;2009,Collisions;Slight;2009,Collisions;Fatal;2010,Collisions;Serious;2010,Collisions;Slight;2010,Collisions;Fatal;2011,Collisions;Serious;2011,Collisions;Slight;2011,Collisions;Fatal;2012,Collisions;Serious;2012,Collisions;Slight;2012,Casualties;Fatal;1990,Casualties;Serious;1990,Casualties;Slight;1990,Casualties;Fatal;1991,Casualties;Serious;1991,Casualties;Slight;1991,Casualties;Fatal;1992,Casualties;Serious;1992,Casualties;Slight;1992,Casualties;Fatal;1993,Casualties;Serious;1993,Casualties;Slight;1993,Casualties;Fatal;1994,Casualties;Serious;1994,Casualties;Slight;1994,Casualties;Fatal;1995,Casualties;Serious;1995,Casualties;Slight;1995,Casualties;Fatal;1996,Casualties;Serious;1996,Casualties;Slight;1996,Casualties;Fatal;1997,Casualties;Serious;1997,Casualties;Slight;1997,Casualties;Fatal;1998,Casualties;Serious;1998,Casualties;Slight;1998,Casualties;Fatal;1999,Casualties;Serious;1999,Casualties;Slight;1999,Casualties;Fatal;2000,Casualties;Serious;2000,Casualties;Slight;2000,Casualties;Fatal;2001,Casualties;Serious;2001,Casualties;Slight;2001,Casualties;Fatal;2002,Casualties;Serious;2002,Casualties;Slight;2002,Casualties;Fatal;2003,Casualties;Serious;2003,Casualties;Slight;2003,Casualties;Fatal;2004,Casualties;Serious;2004,Casualties;Slight;2004,Casualties;Fatal;2005,Casualties;Serious;2005,Casualties;Slight;2005,Casualties;Fatal;2006,Casualties;Serious;2006,Casualties;Slight;2006,Casualties;Fatal;2007,Casualties;Serious;2007,Casualties;Slight;2007,Casualties;Fatal;2008,Casualties;Serious;2008,Casualties;Slight;2008,Casualties;Fatal;2009,Casualties;Serious;2009,Casualties;Slight;2009,Casualties;Fatal;2010,Casualties;Serious;2010,Casualties;Slight;2010,Casualties;Fatal;2011,Casualties;Serious;2011,Casualties;Slight;2011,Casualties;Fatal;2012,Casualties;Serious;2012,Casualties;Slight;2012
CRTT-30020,30/807009,Barnet,519608,192817,50mph,A41  Edgware Way  -  Broadfields Avenue,Red Light,01/10/1995,0,4,3,0,0,7,0,1,7,0,1,1,0,0,6,0,0,4,0,3,5,0,1,7,0,1,8,0,0,5,0,2,4,0,1,8,0,1,2,0,0,2,0,0,4,0,0,6,1,0,2,0,0,7,0,0,2,0,0,4,0,0,4,0,0,3,0,1,5,0,5,4,0,0,8,0,1,13,0,1,2,0,0,7,0,0,5,0,3,10,0,1,10,0,1,11,0,0,6,0,3,7,0,1,10,0,2,4,0,0,3,0,0,5,0,0,8,1,0,2,0,0,11,0,0,2,0,0,6,0,0,5,0,0,5,0,1,6
CRTT-30020,30/807010,Barnet,519538,192818,50mph,A41  Edgware Way  -  Broadfields Avenue,Red Light,01/10/1995,0,4,3,0,0,7,0,1,7,0,1,1,0,0,6,0,0,4,0,3,5,0,1,7,0,1,8,0,0,5,0,2,4,0,1,8,0,1,2,0,0,2,0,0,4,0,0,6,1,0,2,0,0,7,0,0,2,0,0,4,0,0,4,0,0,3,0,1,5,0,5,4,0,0,8,0,1,13,0,1,2,0,0,7,0,0,5,0,3,10,0,1,10,0,1,11,0,0,6,0,3,7,0,1,10,0,2,4,0,0,3,0,0,5,0,0,8,1,0,2,0,0,11,0,0,2,0,0,6,0,0,5,0,0,5,0,1,6
CRTT-30024,30/807011,Barnet,522677,188887,40mph,A41  Watford Way  A504  Station Road,Red Light,01/03/1997,1,0,10,0,3,9,0,1,8,0,0,7,0,1,5,0,1,5,0,0,5,0,2,6,0,0,10,0,1,4,0,0,5,0,0,10,0,0,2,0,0,8,0,0,3,0,1,2,0,0,3,0,0,5,0,1,4,0,0,6,0,0,3,0,1,4,0,0,3,1,0,13,0,4,14,0,1,12,0,0,9,0,2,7,0,1,5,0,0,5,0,2,6,0,0,11,0,1,7,0,0,5,0,0,12,0,0,2,0,0,9,0,0,4,0,1,2,0,0,6,0,0,6,0,1,9,0,0,9,0,0,4,0,1,5,0,0,3
CRTT-30024,30/807012,Barnet,522648,188980,40mph,A41  Watford Way  A504  Station Road,Red Light,01/03/1997,1,0,10,0,3,9,0,1,8,0,0,7,0,1,5,0,1,5,0,0,5,0,2,6,0,0,10,0,1,4,0,0,5,0,0,10,0,0,2,0,0,8,0,0,3,0,1,2,0,0,3,0,0,5,0,1,4,0,0,6,0,0,3,0,1,4,0,0,3,1,0,13,0,4,14,0,1,12,0,0,9,0,2,7,0,1,5,0,0,5,0,2,6,0,0,11,0,1,7,0,0,5,0,0,12,0,0,2,0,0,9,0,0,4,0,1,2,0,0,6,0,0,6,0,1,9,0,0,9,0,0,4,0,1,5,0,0,3
CRTT-30003,30/807016,Barnet,523980,189525,50mph,A1  Great North Way  B504  Finchley Lane,Red Light,01/02/1998,0,1,3,0,2,5,0,2,3,0,0,8,0,2,6,0,0,6,0,0,5,0,1,2,0,1,8,0,0,5,0,1,11,0,2,8,0,2,7,0,0,4,0,1,4,0,0,6,0,0,4,0,2,6,0,1,8,0,1,6,0,1,5,0,0,3,0,1,7,0,1,9,0,2,7,0,2,7,0,0,9,0,3,7,0,0,9,0,0,6,0,1,4,0,1,11,0,0,6,0,1,16,0,2,15,0,2,14,0,0,4,0,1,6,0,0,10,0,0,5,0,2,8,0,1,13,0,1,9,0,1,8,0,0,3,0,1,11
CRTH-30006,30/807021,Barnet,523601,190008,50mph,A1  Great North Way  -  Holders Hill Road,Red Light,01/09/1997,1,2,2,0,1,11,0,2,6,0,0,6,0,0,7,0,1,2,0,0,1,0,1,6,0,1,5,0,0,4,0,1,1,0,0,2,0,1,6,0,0,3,1,0,4,0,1,3,1,0,3,0,1,1,0,0,6,0,1,1,0,0,3,0,0,3,0,1,4,1,4,11,0,1,17,0,3,11,0,0,8,0,0,10,0,1,2,0,0,1,0,1,8,0,1,6,0,0,4,0,1,1,0,0,3,0,1,9,0,0,4,1,6,9,0,1,3,1,0,3,0,1,1,0,0,8,0,1,1,0,0,3,0,0,6,0,1,7
CRTH-30001,30/807022,Barnet,527069,188768,50mph,A1  Aylmer Road  -  The Bishops Avenue,Red Light,01/04/1997,0,1,6,0,0,4,1,0,6,0,1,4,0,2,5,0,0,4,0,1,7,0,1,5,0,0,5,0,0,7,0,0,5,0,1,2,0,1,4,0,0,0,0,0,3,0,1,1,0,0,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,7,0,0,6,1,3,9,0,1,6,0,2,5,0,0,5,0,1,7,0,1,7,0,0,5,0,0,8,0,0,5,0,1,5,0,1,5,0,0,0,0,0,4,0,1,3,0,0,2,0,0,3,0,0,1,0,0,5,0,0,0,0,0,1,0,1,0
CRTT-30003,30/807025,Barnet,523966,189597,50mph,A1  Great North Way  B504  Finchley Lane,Red Light,01/02/1998,0,1,3,0,2,5,0,2,3,0,0,8,0,2,6,0,0,6,0,0,5,0,1,2,0,1,8,0,0,5,0,1,11,0,2,8,0,2,7,0,0,4,0,1,4,0,0,6,0,0,4,0,2,6,0,1,8,0,1,6,0,1,5,0,0,3,0,1,7,0,1,9,0,2,7,0,2,7,0,0,9,0,3,7,0,0,9,0,0,6,0,1,4,0,1,11,0,0,6,0,1,16,0,2,15,0,2,14,0,0,4,0,1,6,0,0,10,0,0,5,0,2,8,0,1,13,0,1,9,0,1,8,0,0,3,0,1,11
CRTH-30002,30/807027,Barnet,522395,189662,50mph,A41  Watford Way  -  Aerodrome Road,Red Light,01/03/1999,0,0,9,0,0,11,0,0,3,0,0,6,0,1,12,0,1,7,0,0,7,0,1,5,1,0,10,0,0,12,0,2,8,0,1,8,0,0,4,0,1,5,0,0,8,0,1,5,0,2,5,0,0,8,0,1,3,0,1,3,0,0,1,0,0,6,0,0,4,0,0,10,0,0,13,0,0,4,0,0,6,0,1,16,0,1,12,0,0,8,0,1,10,1,0,11,0,0,19,0,2,12,0,2,11,0,0,8,0,1,10,0,0,11,0,1,7,0,3,7,0,0,12,0,1,4,0,1,3,0,0,1,0,0,11,0,0,5
CS-B-30028,30/702563,Barnet,524743,198010,30mph,A1000  Great North Road  near Beaumont Place,Speed Camera,01/06/1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSL--30034,30/707584,Barnet,526523,190694,50mph,A406  North Circular Road  west of A1000 North Finchley High Rd,Speed Camera,01/09/2004,0,5,12,0,0,16,0,3,8,0,1,11,0,1,16,0,2,12,0,3,11,0,2,3,0,2,3,0,1,6,0,0,4,0,4,7,2,0,6,1,0,2,0,0,1,0,1,7,1,0,3,0,0,5,0,0,2,0,1,3,0,1,3,0,2,5,0,0,1,0,5,24,0,0,17,0,4,19,0,1,17,0,1,17,0,3,19,0,3,13,0,2,5,0,3,4,0,1,7,0,0,5,0,6,13,2,2,11,1,0,3,0,0,1,0,1,10,1,0,6,0,0,6,0,0,2,0,1,3,0,1,6,0,2,8,0,0,1
CSTT-30014,30/707601,Barnet,524068,187427,40mph,A41  Hendon Way  north of Grampian Gardens,Speed Camera,01/10/1995,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,2,0,1,1,0,1,2,0,1,0,0,1,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,2,1,0,1,0,0,0,2,0,0,1,0,0,4,0,0,2,0,2,1,0,1,3,0,1,0,0,1,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,8,0,0,1,2,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2
CSTT-30015,30/707602,Barnet,523680,188053,40mph,A406  North Circular Road  Shirehall Park,Speed Camera,01/01/1996,0,1,5,0,0,2,0,1,4,0,0,3,0,1,4,0,0,4,0,1,7,0,0,4,0,0,1,0,0,4,0,0,5,0,0,8,0,0,2,0,0,3,0,0,3,0,0,2,0,0,1,0,2,3,0,0,3,0,0,3,0,0,3,0,0,2,0,1,7,0,1,7,0,0,2,0,1,4,0,0,3,0,1,4,0,0,7,0,1,8,0,0,4,0,0,2,0,0,5,0,0,5,0,0,11,0,0,3,0,0,3,0,0,4,0,0,2,0,0,1,0,4,4,0,0,5,0,0,3,0,0,3,0,0,2,0,1,11
CSTT-30015,30/707603,Barnet,523721,188047,40mph,A406  North Circular Road  Shirehall Park,Speed Camera,01/01/1996,0,1,5,0,0,2,0,1,4,0,0,3,0,1,4,0,0,4,0,1,7,0,0,4,0,0,1,0,0,4,0,0,5,0,0,8,0,0,2,0,0,3,0,0,3,0,0,2,0,0,1,0,2,3,0,0,3,0,0,3,0,0,3,0,0,2,0,1,7,0,1,7,0,0,2,0,1,4,0,0,3,0,1,4,0,0,7,0,1,8,0,0,4,0,0,2,0,0,5,0,0,5,0,0,11,0,0,3,0,0,3,0,0,4,0,0,2,0,0,1,0,4,4,0,0,5,0,0,3,0,0,3,0,0,2,0,1,11
CSTT-30012,30/707604,Barnet,523218,188156,40mph,A41  Hendon Way  Renters Avenue,Speed Camera,01/10/1995,0,1,6,0,2,7,0,1,2,0,1,7,0,0,4,0,2,7,0,1,10,0,2,9,0,1,4,0,2,6,0,1,8,0,0,4,0,1,11,0,0,5,0,1,2,0,0,2,0,0,4,0,1,5,0,2,5,0,0,5,0,1,5,0,0,3,0,0,2,0,1,11,0,2,10,0,1,4,0,1,8,0,0,7,0,2,14,0,1,13,0,2,11,0,1,6,0,2,10,0,1,12,0,0,5,0,1,16,0,0,8,0,1,2,0,0,2,0,0,8,0,1,5,0,3,8,0,0,5,0,1,6,0,0,5,0,0,2
CSTT-30004,30/707605,Barnet,522184,190809,50mph,A1  Watford Way  Page Street,Speed Camera,01/08/1996,0,0,3,0,0,3,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,1,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,2,0,0,3,0,0,3,0,0,1,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,3,0,1,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,2
CSTT-30005,30/707606,Barnet,521851,191770,50mph,A1  Watford Way  south of The Broadway,Speed Camera,01/10/1997,0,2,3,0,0,3,0,0,2,0,1,2,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,1,2,0,0,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,0,0,3,5,0,0,3,0,0,2,0,1,2,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,0,0,1,0,1,2,0,0,4,0,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,3,0,0,0
CSTT-30011,30/707607,Barnet,520935,193485,50mph,A1 Barnet Way North Of Apex Corner S B (Omni) N+S ,Speed Camera,01/10/1995,0,3,4,0,2,2,0,2,3,0,0,2,0,1,5,0,0,5,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,5,0,0,1,0,0,1,0,1,1,0,1,3,0,0,0,1,0,1,0,2,1,0,0,0,0,0,4,0,0,0,0,3,4,0,2,4,0,2,5,0,0,2,0,1,5,0,0,5,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,0,1,7,0,0,3,0,0,1,0,2,1,0,1,5,0,0,0,1,1,3,0,2,3,0,0,0,0,0,4,0,0,0
CSTT-30011,30/707608,Barnet,520935,193485,50mph,A1  Barnet Way  near Courtland Avenue,Speed Camera,01/10/1995,0,3,4,0,2,2,0,2,3,0,0,2,0,1,5,0,0,5,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,5,0,0,1,0,0,1,0,1,1,0,1,3,0,0,0,1,0,1,0,2,1,0,0,0,0,0,4,0,0,0,0,3,4,0,2,4,0,2,5,0,0,2,0,1,5,0,0,5,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,0,1,7,0,0,3,0,0,1,0,2,1,0,1,5,0,0,0,1,1,3,0,2,3,0,0,0,0,0,4,0,0,0
CSTT-30022,30/707609,Barnet,521125,196113,70mph,A1 Barnet Bypass North Of Stirling Corner N B (Omni) N+S ,Speed Camera,01/10/1995,0,1,2,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,1,1,0,0,1,0,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,2,5,0,0,1,0,1,1,0,0,2,0,1,4,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CSTT-30022,30/707610,Barnet,521125,196113,70mph,A1  Barnet Way  North of Barnet Lane ,Speed Camera,01/10/1995,0,1,2,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,1,1,0,0,1,0,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,2,5,0,0,1,0,1,1,0,0,2,0,1,4,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CSTT-30007,30/707616,Barnet,528528,191581,50mph,A406 North Circular Road By Colney Hatch Lane E B (Omni) E+W ,Speed Camera,01/01/1996,0,0,4,0,1,6,0,2,3,0,1,3,0,0,1,0,1,4,0,0,1,0,0,7,0,0,4,0,0,1,0,0,9,0,0,7,0,1,8,1,0,6,0,0,5,0,0,7,0,0,4,0,0,3,0,0,4,0,0,5,0,0,6,0,1,2,0,0,2,0,0,10,0,2,8,0,2,4,0,1,7,0,0,1,0,1,9,0,0,2,0,0,8,0,0,5,0,0,1,0,0,12,0,0,8,0,1,11,1,1,8,0,0,9,0,0,8,0,0,4,0,0,3,0,0,4,0,0,7,0,0,8,0,1,8,0,0,2
CSTT-30007,30/707617,Barnet,528528,191581,50mph,A406  North Circular Road  Colney Hatch Lane,Speed Camera,01/01/1996,0,0,4,0,1,6,0,2,3,0,1,3,0,0,1,0,1,4,0,0,1,0,0,7,0,0,4,0,0,1,0,0,9,0,0,7,0,1,8,1,0,6,0,0,5,0,0,7,0,0,4,0,0,3,0,0,4,0,0,5,0,0,6,0,1,2,0,0,2,0,0,10,0,2,8,0,2,4,0,1,7,0,0,1,0,1,9,0,0,2,0,0,8,0,0,5,0,0,1,0,0,12,0,0,8,0,1,11,1,1,8,0,0,9,0,0,8,0,0,4,0,0,3,0,0,4,0,0,7,0,0,8,0,1,8,0,0,2
CSTH-30016,30/707626,Barnet,527529,191282,50mph,A406  North Circular Road  Coppetts Close,Speed Camera,01/03/1999,0,0,6,0,2,10,0,0,4,1,3,3,0,0,1,0,0,3,1,2,2,0,2,5,0,3,4,1,0,3,1,2,6,0,1,4,0,0,4,0,0,3,0,0,4,0,0,4,0,1,7,0,1,5,0,0,5,0,0,1,1,1,4,0,1,5,0,0,5,0,0,8,0,2,19,0,0,4,3,4,8,0,0,1,0,0,3,1,3,5,0,2,5,0,3,9,2,0,12,1,2,10,0,1,5,0,0,7,0,0,3,0,0,5,0,0,7,0,1,10,0,1,7,0,0,10,0,0,2,1,1,4,0,1,7,0,0,8
CSTH-30023,30/707627,Barnet,525766,189881,50mph,A406  North Circular Road  under East End Road bridge,Speed Camera,01/03/1999,0,4,8,0,0,6,0,2,6,0,3,19,0,1,16,0,2,8,0,1,1,0,0,2,0,1,3,0,1,3,0,1,1,0,0,5,0,0,6,0,3,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,2,0,0,2,0,4,9,0,0,8,0,2,9,0,3,23,0,2,21,0,2,12,0,2,3,0,0,4,0,1,4,0,1,3,0,1,5,0,0,15,0,0,9,0,3,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,0,0,3,0,0,4
CSTH-30013,30/707628,Barnet,524117,187404,40mph,A41  Hendon Way  near Wessex Gardens,Speed Camera,01/03/1999,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,0,1,0,0,1,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,1,0,1,3,0,1,0,0,1,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,8,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1
CSTH-30010,30/707629,Barnet,519038,192891,50mph,A41  Edgware Way  Glendale Avenue,Speed Camera,01/01/1999,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,2,0,0,3,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,8,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,1,3,0,0,3,0,0,1,0,0,0,0,1,1,0,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,1
CSTT-30026,30/707630,Barnet,526497,188922,40mph,A1  Lyttleton Road  Gurney Drive,Speed Camera,01/07/1999,0,1,7,0,1,8,0,0,7,0,2,4,0,0,8,0,1,2,0,0,7,0,0,10,0,1,9,0,0,8,0,3,4,0,1,4,0,3,3,0,1,6,0,1,4,0,1,2,0,0,4,0,1,3,0,1,3,0,1,2,0,1,1,0,0,4,0,0,4,0,1,8,0,1,10,0,0,8,0,2,8,0,0,12,0,1,3,0,0,9,0,0,12,0,1,10,0,0,9,0,3,8,0,1,6,0,3,4,0,1,8,0,2,5,0,1,7,0,0,5,0,1,4,0,1,4,0,1,3,0,1,1,0,0,5,0,0,4
CSTT-30026,30/707631,Barnet,526474,188946,40mph,A1  Lyttleton Road  Gurney Drive,Speed Camera,01/07/1999,0,1,7,0,1,8,0,0,7,0,2,4,0,0,8,0,1,2,0,0,7,0,0,10,0,1,9,0,0,8,0,3,4,0,1,4,0,3,3,0,1,6,0,1,4,0,1,2,0,0,4,0,1,3,0,1,3,0,1,2,0,1,1,0,0,4,0,0,4,0,1,8,0,1,10,0,0,8,0,2,8,0,0,12,0,1,3,0,0,9,0,0,12,0,1,10,0,0,9,0,3,8,0,1,6,0,3,4,0,1,8,0,2,5,0,1,7,0,0,5,0,1,4,0,1,4,0,1,3,0,1,1,0,0,5,0,0,4
CSTT-18019,18/703324,Bexley,545907,174810,50mph,A2  Rochester Way  near Hook Lane,Speed Camera,01/02/1996,0,2,5,0,1,6,0,1,10,0,1,8,0,2,11,1,0,5,2,2,6,0,3,2,0,0,2,0,2,8,0,0,5,0,1,3,0,2,4,0,1,4,0,0,2,0,1,2,0,2,5,0,0,2,0,0,1,0,1,3,0,0,2,0,0,2,0,2,3,0,2,10,0,1,6,0,1,15,0,1,9,0,2,11,1,0,5,2,2,15,0,3,5,0,0,2,0,2,12,0,0,5,0,1,5,0,2,7,0,1,8,0,0,3,0,2,4,0,2,6,0,0,2,0,0,2,0,1,4,0,0,6,0,0,2,0,2,4
CSTT-18019,18/703325,Bexley,545916,174775,50mph,A2  Rochester Way  near Hook Lane,Speed Camera,01/02/1996,0,2,5,0,1,6,0,1,10,0,1,8,0,2,11,1,0,5,2,2,6,0,3,2,0,0,2,0,2,8,0,0,5,0,1,3,0,2,4,0,1,4,0,0,2,0,1,2,0,2,5,0,0,2,0,0,1,0,1,3,0,0,2,0,0,2,0,2,3,0,2,10,0,1,6,0,1,15,0,1,9,0,2,11,1,0,5,2,2,15,0,3,5,0,0,2,0,2,12,0,0,5,0,1,5,0,2,7,0,1,8,0,0,3,0,2,4,0,2,6,0,0,2,0,0,2,0,1,4,0,0,6,0,0,2,0,2,4
CSTT-18018,18/703326,Bexley,547449,174400,50mph,A2  Rochester Way  by Danson Road,Speed Camera,01/02/1996,0,0,6,0,1,8,0,0,2,1,0,2,0,0,4,0,0,3,2,1,5,0,1,3,0,0,3,1,1,4,0,1,4,1,0,6,0,1,3,0,1,8,0,0,7,0,1,7,0,0,9,0,1,5,0,1,7,0,0,6,0,1,5,0,0,8,0,1,6,0,0,6,0,1,14,0,0,2,1,0,4,0,0,4,0,0,4,2,3,6,0,1,3,0,0,3,1,1,5,0,1,6,1,0,11,0,1,6,0,1,12,0,0,11,0,1,12,0,0,13,0,1,9,0,2,14,0,0,10,0,2,6,0,0,11,0,1,14
CSTT-18013,18/703327,Bexley,548016,174293,50mph,A2  Rochester Way  by Woodside Lane,Speed Camera,01/02/1996,0,1,4,0,0,4,0,1,5,0,1,5,0,0,3,0,0,2,0,1,4,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,7,0,0,2,0,0,5,0,0,6,0,0,1,0,0,0,0,0,1,0,2,2,0,0,5,0,0,1,0,1,4,0,0,7,0,1,10,0,1,5,0,0,4,0,0,2,0,1,4,0,3,2,0,2,1,0,1,3,0,0,0,0,1,4,0,0,2,0,1,12,0,0,3,0,0,5,0,0,10,0,0,1,0,0,0,0,0,1,0,4,4,0,0,8,0,0,1
CS-B-18011,18/703330,Bexley,548807,172273,40mph,A223  North Cray Road  by Bunkers Hill,Speed Camera,01/02/1996,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CS-B-18011,18/703331,Bexley,548807,172273,40mph,A223  North Cray Road  by Bunkers Hill,Speed Camera,01/02/1996,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CS-B-18012,18/703332,Bexley,548320,171035,40mph,North Cray Road By Chantry Close S B (Omni) N+S ,Speed Camera,01/02/1996,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
