NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,CountJunctions_y,WardArea_y,JunctionRatio_y
Lower Edmonton,E05000204,218.248,0,E09000010,Enfield,117077,163,2182469,0.000074686
Grange,E05000200,328.516,0,E09000010,Enfield,117067,207,3285151,0.00006301
Jubilee,E05000203,392.833,0,E09000010,Enfield,117078,250,3928319,0.00006364
Ponders End,E05000206,354.296,0,E09000010,Enfield,117081,180,3542953,0.000050805
Enfield Highway,E05000198,463.653,0,E09000010,Enfield,117082,246,4636587,0.000053056
Bowes,E05000193,148.337,0,E09000010,Enfield,117073,128,1483365,0.00008629
Southgate Green,E05000209,261.351,0,E09000010,Enfield,117072,206,2613527,0.00007882
Southgate,E05000208,268.727,0,E09000010,Enfield,117066,231,2687232,0.000085962
Haselbury,E05000201,179.602,0,E09000010,Enfield,117084,185,1796007,0.000103006
Bush Hill Park,E05000194,252.449,0,E09000010,Enfield,117070,245,2524492,0.000097049
Town,E05000210,223.14,0,E09000010,Enfield,117080,212,2231376,0.000095008
Southbury,E05000207,286.704,0,E09000010,Enfield,117079,226,2867066,0.000078826
Turkey Street,E05000211,226.15,0,E09000010,Enfield,117083,211,2261496,0.000093301
Enfield Lock,E05000199,325.231,0,E09000010,Enfield,50605,189,3252247,0.000058113
Leyton,E05000604,203.218,0,E09000031,Waltham Forest,50808,154,2032190,0.00007578
High Street,E05000599,305.893,0,E09000031,Waltham Forest,50677,146,3058901,0.000047729
Higham Hill,E05000600,322.124,0,E09000031,Waltham Forest,50613,153,3221231,0.000047497
Valley,E05000607,198.482,0,E09000031,Waltham Forest,50612,175,1984829,0.000088168
Chingford Green,E05000593,372.664,0,E09000031,Waltham Forest,50614,176,3726627,0.000047227
Cathall,E05000591,105.712,0,E09000031,Waltham Forest,50807,89,1057121,0.00008419
Lea Bridge,E05000603,264.686,0,E09000031,Waltham Forest,50683,147,2646855,0.000055537
Markhouse,E05000606,145.704,0,E09000031,Waltham Forest,50692,130,1457079,0.000089219
Grove Green,E05000596,89.582,0,E09000031,Waltham Forest,50685,114,895820,0.000127257
Forest,E05000595,198.605,0,E09000031,Waltham Forest,51314,130,1986028,0.000065457
William Morris,E05000608,99.919,0,E09000031,Waltham Forest,50690,90,999176,0.000090074
Hoe Street,E05000601,110.006,0,E09000031,Waltham Forest,50686,122,1100069,0.000110902
Wood Street,E05000609,185.011,0,E09000031,Waltham Forest,50688,144,1850130,0.000077832
Chapel End,E05000592,185.015,0,E09000031,Waltham Forest,50689,84,1850149,0.000045401
Hale End and Highams Park,E05000597,234.689,0,E09000031,Waltham Forest,50603,146,2346903,0.000062209
Cann Hall,E05000590,85.788,0,E09000031,Waltham Forest,51317,115,857895,0.000134049
Larkswood,E05000602,206.57,0,E09000031,Waltham Forest,50601,204,2065717,0.000098755
Endlebury,E05000594,194.912,0,E09000031,Waltham Forest,50602,153,1949101,0.000078497
Hatch Lane,E05000598,241.621,0,E09000031,Waltham Forest,51311,168,2416243,0.000069529
Leytonstone,E05000605,130.591,0,E09000031,Waltham Forest,51313,125,1305900,0.000095719
Wanstead,E05000515,519.133,0,E09000026,Redbridge,116755,163,5191341,0.000031398
Cranbrook,E05000502,240.079,0,E09000026,Redbridge,51304,175,2400781,0.000072892
Newbury,E05000510,212.023,0,E09000026,Redbridge,51302,186,2120205,0.000087727
Roding,E05000511,236.297,0,E09000026,Redbridge,51306,160,2362940,0.000067712
Fairlop,E05000503,359.569,0,E09000026,Redbridge,51300,227,3595681,0.000063131
Goodmayes,E05000505,164.034,0,E09000026,Redbridge,51293,129,1640394,0.000078639
Aldborough,E05000495,859.974,0,E09000026,Redbridge,51299,246,8599743,0.000028605
Bridge,E05000497,257.86,0,E09000026,Redbridge,50604,193,2578580,0.000074847
Hainault,E05000506,565.287,0,E09000026,Redbridge,51288,186,5652895,0.000032903
Loxford,E05000507,128.823,2.3,E09000026,Redbridge,51354,134,1288241,0.000104017
Clementswood,E05000501,127.215,0,E09000026,Redbridge,51303,128,1272163,0.000100616
Mayfield,E05000508,188.217,0,E09000026,Redbridge,51292,136,1882150,0.000072257
Valentines,E05000514,150.328,0,E09000026,Redbridge,51307,103,1503243,0.000068518
Seven Kings,E05000512,208.338,0,E09000026,Redbridge,51291,128,2083353,0.000061439
Snaresbrook,E05000513,198.516,0,E09000026,Redbridge,116756,206,1985164,0.000103769
Clayhall,E05000500,249.389,0,E09000026,Redbridge,51305,215,2493907,0.00008621
Church End,E05000499,148.496,0,E09000026,Redbridge,51312,169,1484961,0.000113807
Barkingside,E05000496,152.92,0,E09000026,Redbridge,51308,153,1529230,0.00010005
Fullwell,E05000504,218.787,0,E09000026,Redbridge,51309,178,2187884,0.000081357
Chadwell,E05000498,151.263,0,E09000026,Redbridge,51290,170,1512625,0.000112387
Monkhams,E05000509,307.676,0,E09000026,Redbridge,51310,227,3076734,0.000073779
Carshalton South and Clockhouse,E05000559,705.342,0,E09000029,Sutton,116887,195,7053358,0.000027646
Cheam,E05000560,393.038,0,E09000029,Sutton,116888,191,3930394,0.000048595
Beddington South,E05000556,306.104,0,E09000029,Sutton,116898,172,3061068,0.000056189
St. Helier,E05000562,149.667,0,E09000029,Sutton,116894,134,1496691,0.00008953
Wandle Valley,E05000571,205.369,0,E09000029,Sutton,116897,153,2053690,0.0000745
Belmont,E05000557,233.332,0,E09000029,Sutton,116890,162,2333283,0.00006943
Nonsuch,E05000561,190.702,0,E09000029,Sutton,116889,229,1907036,0.000120081
Worcester Park,E05000572,195.703,0,E09000029,Sutton,50827,168,1957024,0.000085844
Sutton South,E05000566,127.159,0,E09000029,Sutton,116900,133,1271603,0.000104592
Sutton West,E05000567,178.215,0,E09000029,Sutton,116892,158,1782158,0.000088656
Sutton Central,E05000564,131.048,0,E09000029,Sutton,116901,194,1310450,0.00014804
Carshalton Central,E05000558,202.382,0,E09000029,Sutton,116895,168,2023844,0.00008301
Sutton North,E05000565,187.372,0,E09000029,Sutton,116893,160,1873677,0.000085393
Stonecot,E05000563,198.358,0,E09000029,Sutton,116899,286,1983603,0.000144182
The Wrythe,E05000568,148.361,0,E09000029,Sutton,119327,212,1483599,0.000142895
Wallington South,E05000570,171.798,0,E09000029,Sutton,116891,138,1717999,0.000080326
Wallington North,E05000569,161.927,0,E09000029,Sutton,51325,159,1619272,0.000098192
Beddington North,E05000555,498.821,0,E09000029,Sutton,51326,268,4988225,0.000053726
Hampton,E05000520,687.724,0,E09000027,Richmond upon Thames,117445,191,6877230,0.000027772
Teddington,E05000530,429.55,2.823,E09000027,Richmond upon Thames,117446,193,4295467,0.000044931
Hampton Wick,E05000522,274.552,0.444,E09000027,Richmond upon Thames,50529,168,2745600,0.000061188
Heathfield,E05000523,191.058,0,E09000027,Richmond upon Thames,51143,150,1910557,0.000078511
Twickenham Riverside,E05000531,196.431,21.262,E09000027,Richmond upon Thames,117431,171,1964302,0.000087053
"Ham, Petersham and Richmond Riverside",E05000519,943.267,18.15,E09000027,Richmond upon Thames,51116,239,9432719,0.000025337
North Richmond,E05000526,280.147,8.585,E09000027,Richmond upon Thames,117432,157,2801472,0.000056042
Kew,E05000524,357.625,27.583,E09000027,Richmond upon Thames,51115,254,3576261,0.000071023
East Sheen,E05000517,583.319,0,E09000027,Richmond upon Thames,117429,167,5833174,0.000028629
Mortlake and Barnes Common,E05000525,193.608,9.313,E09000027,Richmond upon Thames,50461,163,1936084,0.00008419
Hampton North,E05000521,194.98,0,E09000027,Richmond upon Thames,117449,156,1949817,0.000080007
Fulwell and Hampton Hill,E05000518,191.772,0,E09000027,Richmond upon Thames,51128,160,1917722,0.000083432
West Twickenham,E05000532,245.856,0,E09000027,Richmond upon Thames,117447,208,2458569,0.000084602
Whitton,E05000533,162.597,0,E09000027,Richmond upon Thames,51142,141,1625983,0.000086716
South Twickenham,E05000529,172.727,3.688,E09000027,Richmond upon Thames,117448,140,1727279,0.000081052
St. Margarets and North Twickenham,E05000527,200.763,4.026,E09000027,Richmond upon Thames,117430,156,2007612,0.000077704
South Richmond,E05000528,269.139,3.142,E09000027,Richmond upon Thames,50527,195,2691386,0.000072453
Barnes,E05000516,300.994,36.426,E09000027,Richmond upon Thames,50474,137,3009952,0.000045515
Cannon Hill,E05000456,222.344,0,E09000024,Merton,50826,219,2223419,0.000098497
Cricket Green,E05000458,299.553,0,E09000024,Merton,50783,195,2995506,0.000065097
Village,E05000472,621.285,0,E09000024,Merton,50778,247,6212887,0.000039756
Wimbledon Park,E05000474,231.007,0,E09000024,Merton,51250,135,2310071,0.000058439
Lower Morden,E05000465,180.378,0,E09000024,Merton,50534,236,1803767,0.000130837
West Barnes,E05000473,195.164,0,E09000024,Merton,50825,132,1951635,0.000067635
Raynes Park,E05000469,185.651,0,E09000024,Merton,50822,147,1856502,0.000079181
Dundonald,E05000459,115.197,0,E09000024,Merton,50823,108,1151989,0.00009375
St. Helier,E05000470,184.527,0,E09000024,Merton,50842,169,1845287,0.000091584
Ravensbury,E05000468,183.954,0,E09000024,Merton,50780,146,1839550,0.000079367
Merton Park,E05000466,181.418,0,E09000024,Merton,51252,188,1814168,0.000103628
Abbey,E05000455,139.326,0,E09000024,Merton,50779,151,1393255,0.000108379
Figge's Marsh,E05000460,114.19,0,E09000024,Merton,117356,172,1141933,0.000150621
Pollards Hill,E05000467,216.326,0,E09000024,Merton,51193,254,2163301,0.000117413
Graveney,E05000461,88.249,0,E09000024,Merton,122408,141,882522,0.000159769
Longthornton,E05000464,148.343,0,E09000024,Merton,50785,156,1483419,0.000105162
Hillside,E05000462,118.898,0,E09000024,Merton,50824,148,1188978,0.000124476
Trinity,E05000471,107.601,0,E09000024,Merton,51251,113,1076004,0.000105018
Lavender Fields,E05000463,117.965,0,E09000024,Merton,50781,111,1179632,0.000094097
Colliers Wood,E05000457,111.09,0,E09000024,Merton,122406,118,1110919,0.000106218
Roehampton and Putney Heath,E05000621,442.415,0,E09000032,Wandsworth,117302,313,4424176,0.000070747
Thamesfield,E05000625,192.172,26.211,E09000032,Wandsworth,51249,178,1921735,0.000092624
Wandsworth Common,E05000627,276.497,0,E09000032,Wandsworth,117305,217,2764960,0.000078482
West Hill,E05000628,168.568,0,E09000032,Wandsworth,117310,198,1685684,0.000117459
West Putney,E05000629,184.761,0,E09000032,Wandsworth,50644,258,1847553,0.000139644
East Putney,E05000613,161.034,0,E09000032,Wandsworth,117303,238,1610314,0.000147797
Graveney,E05000616,101.117,0,E09000032,Wandsworth,122407,128,1011147,0.000126588
Tooting,E05000626,160.02,0,E09000032,Wandsworth,50715,162,1600208,0.000101236
Southfields,E05000624,152.469,0,E09000032,Wandsworth,50645,131,1524688,0.000085919
Earlsfield,E05000612,140.341,0,E09000032,Wandsworth,117304,149,1403402,0.00010617
Nightingale,E05000618,123.197,0,E09000032,Wandsworth,117311,133,1231976,0.000107956
Furzedown,E05000615,141.528,0,E09000032,Wandsworth,122411,137,1415272,0.000096801
Bedford,E05000611,180.48,0,E09000032,Wandsworth,50713,102,1804807,0.000056515
Balham,E05000610,121.176,0,E09000032,Wandsworth,50717,149,1211741,0.000122963
Fairfield,E05000614,145.428,6.745,E09000032,Wandsworth,117306,178,1454292,0.000122396
Northcote,E05000619,167.535,0,E09000032,Wandsworth,117307,167,1675347,0.00009968
Latchmere,E05000617,108.326,0,E09000032,Wandsworth,117312,140,1083275,0.000129237
St. Mary's Park,E05000622,139.685,31.399,E09000032,Wandsworth,117308,132,1396871,0.000094496
Queenstown,E05000620,320.486,31.244,E09000032,Wandsworth,117309,169,3204843,0.000052732
Shaftesbury,E05000623,94.789,0,E09000032,Wandsworth,50798,116,947871,0.000122379
Palace Riverside,E05000259,148.083,34.321,E09000013,Hammersmith and Fulham,117145,70,1480802,0.000047271
Munster,E05000257,62.427,0,E09000013,Hammersmith and Fulham,117153,85,624271,0.000136158
Sands End,E05000262,137.806,23.596,E09000013,Hammersmith and Fulham,117151,109,1378090,0.000079095
Parsons Green and Walham,E05000260,89.587,0,E09000013,Hammersmith and Fulham,117150,140,895839,0.000156278
Fulham Broadway,E05000254,66.797,0,E09000013,Hammersmith and Fulham,117155,108,667963,0.000161685
Ravenscourt Park,E05000261,121.533,6.317,E09000013,Hammersmith and Fulham,117147,130,1215313,0.000106968
Hammersmith Broadway,E05000256,110.305,5.486,E09000013,Hammersmith and Fulham,117148,180,1103045,0.000163184
Avonmore and Brook Green,E05000252,89.659,0,E09000013,Hammersmith and Fulham,117149,129,896601,0.000143876
Askew,E05000251,76.25,0,E09000013,Hammersmith and Fulham,117146,105,762495,0.000137705
Wormholt and White City,E05000265,90.164,0,E09000013,Hammersmith and Fulham,117157,119,901621,0.000131984
Shepherd's Bush Green,E05000263,106.82,0,E09000013,Hammersmith and Fulham,117158,120,1068171,0.000112341
College Park and Old Oak,E05000253,343.654,0,E09000013,Hammersmith and Fulham,50480,150,3436568,0.000043648
Town,E05000264,65.129,0,E09000013,Hammersmith and Fulham,117152,118,651314,0.000181172
Fulham Reach,E05000255,88.198,5.928,E09000013,Hammersmith and Fulham,117154,102,881990,0.000115647
North End,E05000258,63.517,0,E09000013,Hammersmith and Fulham,117156,77,635163,0.000121228
Addison,E05000250,55.481,0,E09000013,Hammersmith and Fulham,50641,80,554823,0.00014419
Cremorne,E05000387,61.028,13.241,E09000020,Kensington and Chelsea,51243,83,610277,0.000136003
Holland,E05000391,103.896,0,E09000020,Kensington and Chelsea,50661,118,1038942,0.000113577
Norland,E05000392,72.393,0,E09000020,Kensington and Chelsea,117492,103,723927,0.000142279
Golborne,E05000389,94.413,0,E09000020,Kensington and Chelsea,50559,93,944136,0.000098502
Redcliffe,E05000396,69.64,0,E09000020,Kensington and Chelsea,51247,78,696389,0.000112006
Stanley,E05000399,66.235,0,E09000020,Kensington and Chelsea,117490,113,662356,0.000170603
Royal Hospital,E05000397,90.143,12.753,E09000020,Kensington and Chelsea,117491,106,901408,0.000117593
Brompton,E05000383,95.504,0,E09000020,Kensington and Chelsea,117493,186,955061,0.000194752
Abingdon,E05000382,63.06,0,E09000020,Kensington and Chelsea,50660,109,630606,0.000172849
Pembridge,E05000394,48.904,0,E09000020,Kensington and Chelsea,50562,76,489054,0.000155402
Notting Barns,E05000393,62.332,0,E09000020,Kensington and Chelsea,50484,72,623337,0.000115507
Colville,E05000385,39.212,0,E09000020,Kensington and Chelsea,50563,64,392116,0.000163217
St. Charles,E05000398,70.783,0,E09000020,Kensington and Chelsea,50483,75,707812,0.00010596
Earl's Court,E05000388,45.828,0,E09000020,Kensington and Chelsea,50662,59,458286,0.00012874
Courtfield,E05000386,47.76,0,E09000020,Kensington and Chelsea,50654,75,477598,0.000157035
Queen's Gate,E05000395,60.645,0,E09000020,Kensington and Chelsea,50657,103,606445,0.000169842
Hans Town,E05000390,55.234,0,E09000020,Kensington and Chelsea,117494,121,552343,0.000219066
Campden,E05000384,91.37,0,E09000020,Kensington and Chelsea,50561,108,913695,0.000118201
St. James's,E05000644,346.379,27.146,E09000033,Westminster,117483,442,3463810,0.000127605
Lancaster Gate,E05000638,63.082,0,E09000033,Westminster,50773,130,630821,0.00020608
Knightsbridge and Belgravia,E05000637,359.43,0,E09000033,Westminster,117482,276,3594278,0.000076788
Hyde Park,E05000636,95.514,0,E09000033,Westminster,50772,206,955101,0.000215684
Churchill,E05000633,60.923,9.333,E09000033,Westminster,50796,84,609237,0.000137877
Vincent Square,E05000646,68.355,8.89,E09000033,Westminster,117485,105,683550,0.000153609
West End,E05000649,199.973,0,E09000033,Westminster,50723,446,1999714,0.000223031
Harrow Road,E05000635,49.519,0,E09000033,Westminster,50565,73,495224,0.000147408
Bryanston and Dorset Square,E05000632,72.318,0,E09000033,Westminster,50771,170,723213,0.000235062
Regent's Park,E05000643,225.576,0,E09000033,Westminster,50571,169,2255777,0.000074918
Abbey Road,E05000630,109.492,0,E09000033,Westminster,117484,119,1094910,0.000108684
Marylebone High Street,E05000641,100.107,0,E09000033,Westminster,117487,213,1001076,0.000212771
Queen's Park,E05000642,58.441,0,E09000033,Westminster,50555,104,584410,0.000177957
Bayswater,E05000631,51.949,0,E09000033,Westminster,50564,69,519513,0.000132816
Warwick,E05000647,57.354,0,E09000033,Westminster,50794,129,573553,0.000224913
Tachbrook,E05000645,44.328,8.94,E09000033,Westminster,117486,52,443277,0.000117308
Westbourne,E05000648,67.646,0,E09000033,Westminster,50566,73,676438,0.000107918
Little Venice,E05000639,63.733,0,E09000033,Westminster,50568,87,637326,0.000136507
Maida Vale,E05000640,64.615,0,E09000033,Westminster,50639,61,646154,0.000094404
Church Street,E05000634,44.269,0,E09000033,Westminster,50567,86,442676,0.000194273
Swiss Cottage,E05000144,125.671,0,E09000007,Camden,117288,126,1256730,0.00010026
Highgate,E05000137,323.926,0,E09000007,Camden,50573,148,3239258,0.000045689
Kilburn,E05000140,68.518,0,E09000007,Camden,117286,79,685155,0.000115302
Bloomsbury,E05000129,102.091,0,E09000007,Camden,117296,175,1020927,0.000171412
Holborn and Covent Garden,E05000138,119.493,0,E09000007,Camden,117300,232,1194916,0.000194155
St. Pancras and Somers Town,E05000143,139.889,0,E09000007,Camden,117290,135,1398918,0.000096503
Camden Town with Primrose Hill,E05000130,116.615,0,E09000007,Camden,117297,143,1166152,0.000122625
Cantelowes,E05000131,75.933,0,E09000007,Camden,117299,94,759314,0.000123796
King's Cross,E05000141,61.138,0,E09000007,Camden,117301,100,611352,0.000163571
Fortune Green,E05000132,100.652,0,E09000007,Camden,117295,94,1006511,0.000093391
Frognal and Fitzjohns,E05000133,153.023,0,E09000007,Camden,117293,140,1530218,0.00009149
Gospel Oak,E05000134,69.232,0,E09000007,Camden,117291,80,692301,0.000115556
Hampstead Town,E05000135,244.939,0,E09000007,Camden,117294,176,2449389,0.000071854
Kentish Town,E05000139,102.895,0,E09000007,Camden,117292,128,1028976,0.000124395
West Hampstead,E05000145,88.729,0,E09000007,Camden,117287,89,887292,0.000100305
Belsize,E05000128,78.057,0,E09000007,Camden,50576,127,780567,0.000162702
Haverstock,E05000136,73.177,0,E09000007,Camden,117298,96,731764,0.000131189
Regent's Park,E05000142,134.956,0,E09000007,Camden,117289,181,1349553,0.000134118
Millwall,E05000583,245.818,49.743,E09000030,Tower Hamlets,117257,176,2458209,0.000071596
Blackwall and Cubitt Town,E05000575,296.713,72.369,E09000030,Tower Hamlets,117258,241,2967083,0.000081224
Shadwell,E05000586,96.225,9.72,E09000030,Tower Hamlets,51234,118,962243,0.00012263
St. Katharine's and Wapping,E05000585,150.909,36.301,E09000030,Tower Hamlets,51235,142,1509095,0.000094096
Limehouse,E05000580,114.284,7.034,E09000030,Tower Hamlets,117259,157,1142818,0.000137379
Bethnal Green South,E05000574,88.187,0,E09000030,Tower Hamlets,117260,138,881850,0.000156489
Mile End and Globe Town,E05000581,90.039,0,E09000030,Tower Hamlets,50748,144,900400,0.000159928
Bethnal Green North,E05000573,82.534,0,E09000030,Tower Hamlets,117261,148,825364,0.000179314
St. Dunstan's and Stepney Green,E05000584,101.848,0,E09000030,Tower Hamlets,117264,170,1018512,0.00016691
Mile End East,E05000582,107.133,0,E09000030,Tower Hamlets,50745,117,1071342,0.000109208
East India and Lansbury,E05000579,122.341,4.54,E09000030,Tower Hamlets,117265,185,1223400,0.000151217
Bromley-by-Bow,E05000578,107.073,0,E09000030,Tower Hamlets,117266,124,1070728,0.000115809
Bow West,E05000577,134.293,0,E09000030,Tower Hamlets,117262,108,1342913,0.000080422
Bow East,E05000576,186.61,0,E09000030,Tower Hamlets,117263,154,1866095,0.000082525
Whitechapel,E05000589,92.147,0,E09000030,Tower Hamlets,50753,186,921457,0.000201854
Spitalfields and Banglatown,E05000587,63.773,0,E09000030,Tower Hamlets,50754,119,637734,0.000186598
Weavers,E05000588,77.575,0,E09000030,Tower Hamlets,50811,154,775742,0.000198519
Clerkenwell,E05000370,93.263,0,E09000019,Islington,50755,163,932631,0.000174774
Caledonian,E05000368,113.611,0,E09000019,Islington,50626,124,1136135,0.000109142
St. Mary's,E05000379,86.831,0,E09000019,Islington,50761,150,868305,0.00017275
Holloway,E05000375,100.874,0,E09000019,Islington,117408,121,1008704,0.000119955
Highbury East,E05000372,100.809,0,E09000019,Islington,50667,104,1008085,0.000103165
Highbury West,E05000373,108.254,0,E09000019,Islington,117409,102,1082545,0.000094222
Tollington,E05000381,84.866,0,E09000019,Islington,117405,113,848683,0.000133147
Bunhill,E05000367,108.263,0,E09000019,Islington,50812,203,1082622,0.000187507
St. Peter's,E05000380,81.053,0,E09000019,Islington,50762,135,810524,0.000166558
Canonbury,E05000369,80.72,0,E09000019,Islington,117407,118,807227,0.000146179
Barnsbury,E05000366,83.012,0,E09000019,Islington,50763,116,830103,0.000139741
St. George's,E05000378,84.582,0,E09000019,Islington,50625,87,845832,0.000102857
Junction,E05000376,102.75,0,E09000019,Islington,50586,112,1027499,0.000109002
Finsbury Park,E05000371,91.626,0,E09000019,Islington,117410,132,916269,0.000144062
Hillrise,E05000374,82.471,0,E09000019,Islington,117406,99,824700,0.000120043
Mildmay,E05000377,82.68,0,E09000019,Islington,50699,92,826792,0.000111273
Haggerston,E05000239,124.25,0,E09000012,Hackney,117332,219,1242535,0.000176252
Brownswood,E05000231,83.855,0,E09000012,Hackney,50583,79,838529,0.000094212
De Beauvoir,E05000236,88.783,0,E09000012,Hackney,50759,113,887803,0.00012728
Queensbridge,E05000245,107.974,0,E09000012,Hackney,50810,176,1079720,0.000163005
Wick,E05000249,162.744,0,E09000012,Hackney,50741,169,1627435,0.000103844
Dalston,E05000235,92.658,0,E09000012,Hackney,117336,149,926575,0.000160807
Stoke Newington Central,E05000247,71.192,0,E09000012,Hackney,117340,95,711925,0.000133441
Hackney Downs,E05000238,101.805,0,E09000012,Hackney,117342,109,1018044,0.000107068
Leabridge,E05000242,106.363,0,E09000012,Hackney,50675,96,1063610,0.000090258
New River,E05000244,97.798,0,E09000012,Hackney,117333,100,977976,0.000102252
Cazenove,E05000232,68.462,0,E09000012,Hackney,117343,91,684627,0.000132919
King's Park,E05000241,181.956,0,E09000012,Hackney,117334,85,1819561,0.000046714
Hoxton,E05000240,83.96,0,E09000012,Hackney,117335,144,839611,0.000171508
Victoria,E05000248,80.221,0,E09000012,Hackney,50751,139,802212,0.00017327
Hackney Central,E05000237,78.031,0,E09000012,Hackney,117337,88,780320,0.000112774
Chatham,E05000233,90.75,0,E09000012,Hackney,117338,132,907496,0.000145455
Clissold,E05000234,70.044,0,E09000012,Hackney,117339,96,700442,0.000137056
Lordship,E05000243,118.804,0,E09000012,Hackney,117341,96,1188045,0.000080805
Springfield,E05000246,95.256,0,E09000012,Hackney,50676,88,952558,0.000092382
Highgate,E05000272,249.482,0,E09000014,Haringey,117131,138,2494854,0.000055313
Harringay,E05000271,156.609,0,E09000014,Haringey,117132,83,1566078,0.000052998
Fortis Green,E05000270,199.071,0,E09000014,Haringey,119323,137,1990719,0.000068819
Bounds Green,E05000267,138.624,0,E09000014,Haringey,50494,132,1386201,0.000095224
Crouch End,E05000269,144.04,0,E09000014,Haringey,117135,133,1440391,0.000092336
Stroud Green,E05000279,109.374,0,E09000014,Haringey,50702,87,1093740,0.000079543
Muswell Hill,E05000274,165.328,0,E09000014,Haringey,50708,116,1653254,0.000070164
Hornsey,E05000273,105.39,0,E09000014,Haringey,117136,103,1053925,0.000097729
Alexandra,E05000266,261.385,0,E09000014,Haringey,50594,120,2613870,0.000045908
Noel Park,E05000275,122.564,0,E09000014,Haringey,50592,122,1225628,0.00009954
Woodside,E05000284,149.715,0,E09000014,Haringey,50537,128,1497163,0.000085495
St. Ann's,E05000277,109.381,0,E09000014,Haringey,117137,120,1093803,0.000109709
Seven Sisters,E05000278,129.463,0,E09000014,Haringey,50701,127,1294642,0.000098096
Tottenham Green,E05000280,135.966,0,E09000014,Haringey,117133,164,1359649,0.000120619
West Green,E05000282,139.911,0,E09000014,Haringey,50591,102,1399139,0.000072902
Tottenham Hale,E05000281,191.189,0,E09000014,Haringey,50694,150,1911888,0.000078456
White Hart Lane,E05000283,169.885,0,E09000014,Haringey,50597,186,1698836,0.000109486
Bruce Grove,E05000268,93.658,0,E09000014,Haringey,50589,100,936575,0.000106772
Northumberland Park,E05000276,188.802,0,E09000014,Haringey,117134,149,1888030,0.000078918
Royal Docks,E05000491,473.052,142.283,E09000025,Newham,116821,147,4730544,0.000031074
Canning Town North,E05000477,252.085,6.136,E09000025,Newham,116825,207,2520856,0.000082115
Beckton,E05000475,625.188,70.665,E09000025,Newham,51352,331,6251861,0.000052944
East Ham South,E05000482,180.899,1.742,E09000025,Newham,50805,147,1808999,0.00008126
Stratford and New Town,E05000492,423.497,4.518,E09000025,Newham,116822,287,4235007,0.000067768
Canning Town South,E05000478,180.875,12.292,E09000025,Newham,116823,194,1808743,0.000107256
Custom House,E05000479,206.344,0,E09000025,Newham,116824,153,2063426,0.000074148
Plaistow South,E05000490,138.452,0,E09000025,Newham,116829,170,1384506,0.000122787
West Ham,E05000494,133.7,0,E09000025,Newham,116828,130,1336976,0.000097234
Plaistow North,E05000489,98.418,0,E09000025,Newham,50738,123,984195,0.000124975
Forest Gate South,E05000484,119.201,0,E09000025,Newham,51318,108,1192017,0.000090602
Boleyn,E05000476,91.718,0,E09000025,Newham,51362,109,917197,0.00011884
East Ham Central,E05000480,103.197,0,E09000025,Newham,51357,110,1031991,0.00010659
Green Street West,E05000486,80.195,0,E09000025,Newham,116826,89,801934,0.000110981
Green Street East,E05000485,74.631,0,E09000025,Newham,116827,82,746308,0.000109874
East Ham North,E05000481,90.464,0,E09000025,Newham,51355,64,904626,0.000070747
Wall End,E05000493,137.675,0,E09000025,Newham,51277,89,1376729,0.000064646
Forest Gate North,E05000483,124.768,0,E09000025,Newham,51316,144,1247683,0.000115413
Manor Park,E05000488,133.487,0,E09000025,Newham,51359,98,1334859,0.000073416
Little Ilford,E05000487,189.961,0,E09000025,Newham,51356,181,1899624,0.000095282
Gascoigne,E05000032,113.874,4.906,E09000002,Barking and Dagenham,51280,81,1138715,0.000071132
Thames,E05000039,788.848,120.125,E09000002,Barking and Dagenham,117012,234,7888493,0.000029663
River,E05000038,354.369,41.464,E09000002,Barking and Dagenham,117013,104,3543674,0.000029348
Village,E05000041,214.748,0,E09000002,Barking and Dagenham,50858,118,2147502,0.000054947
Abbey,E05000026,128.292,2.655,E09000002,Barking and Dagenham,51353,113,1282926,0.000088079
Longbridge,E05000035,164.53,0,E09000002,Barking and Dagenham,51279,112,1645285,0.000068073
Eastbury,E05000031,143.921,0,E09000002,Barking and Dagenham,51278,104,1439218,0.000072261
Goresbrook,E05000033,127.782,0,E09000002,Barking and Dagenham,117016,89,1277823,0.000069649
Mayesbrook,E05000036,185.642,0,E09000002,Barking and Dagenham,117015,99,1856440,0.000053327
Becontree,E05000028,128.809,0,E09000002,Barking and Dagenham,117018,130,1288085,0.000100925
Alibon,E05000027,136.442,0,E09000002,Barking and Dagenham,117020,80,1364442,0.000058632
Valence,E05000040,129.284,0,E09000002,Barking and Dagenham,117019,110,1292830,0.000085084
Heath,E05000034,200.128,0,E09000002,Barking and Dagenham,117021,141,2001300,0.000070454
Whalebone,E05000042,155.399,0,E09000002,Barking and Dagenham,117022,151,1553976,0.00009717
Eastbrook,E05000030,345.06,0,E09000002,Barking and Dagenham,50856,147,3450576,0.000042601
Chadwell Heath,E05000029,338.422,0,E09000002,Barking and Dagenham,117014,164,3384193,0.00004846
Parsloes,E05000037,124.384,0,E09000002,Barking and Dagenham,117017,84,1243845,0.000067532
Castle Baynard,E05000010,36.065,6.7,E09000001,City of London,122502,62,360651,0.000171911
Farringdon Without,E05000018,34.348,2.271,E09000001,City of London,122517,42,343453,0.000122287
