NAME,GSS_CODE,HECTARES,NONLD_AREA,LB_GSS_CD,BOROUGH,POLY_ID,NUMPOINTS,Area,Node_Den,road_length_y,road_count_y,road_density_y,bike_intersections_y,bike_intersection_density_y,road_junction_y,road_junction_density_y
Nonsuch,E05000561,190.702,0,E09000029,Sutton,116889,229,1907036,0.000120081,29988.21448,443,0.015725038,4,0.000002097,229,0.000120081
Worcester Park,E05000572,195.703,0,E09000029,Sutton,50827,168,1957024,0.000085844,27082.48502,325,0.013838606,3,0.000001532,168,0.000085844
Sutton South,E05000566,127.159,0,E09000029,Sutton,116900,133,1271603,0.000104592,18826.09977,255,0.014805013,7,0.000005504,133,0.000104592
Sutton West,E05000567,178.215,0,E09000029,Sutton,116892,158,1782158,0.000088656,24085.86166,323,0.013514997,17,0.000009539,158,0.000088656
Sutton Central,E05000564,131.048,0,E09000029,Sutton,116901,194,1310450,0.00014804,24183.57017,372,0.018454401,45,0.000034339,195,0.000148803
Carshalton Central,E05000558,202.382,0,E09000029,Sutton,116895,168,2023844,0.00008301,27514.97301,322,0.013595402,18,0.000008894,168,0.00008301
Sutton North,E05000565,187.372,0,E09000029,Sutton,116893,160,1873677,0.000085393,25583.37643,319,0.013654101,26,0.000013876,162,0.000086461
Stonecot,E05000563,198.358,0,E09000029,Sutton,116899,286,1983603,0.000144182,34156.69039,569,0.017219519,23,0.000011595,286,0.000144182
The Wrythe,E05000568,148.361,0,E09000029,Sutton,119327,212,1483599,0.000142895,26990.39725,394,0.018192515,13,0.000008762,212,0.000142895
Wallington South,E05000570,171.798,0,E09000029,Sutton,116891,138,1717999,0.000080326,22339.54153,272,0.013003233,8,0.000004656,141,0.000082072
Wallington North,E05000569,161.927,0,E09000029,Sutton,51325,159,1619272,0.000098192,23263.44871,311,0.014366609,16,0.000009881,159,0.000098192
Beddington North,E05000555,498.821,0,E09000029,Sutton,51326,268,4988225,0.000053726,46183.28295,529,0.00925846,50,0.000010023,274,0.000054929
Hampton,E05000520,687.724,0,E09000027,Richmond upon Thames,117445,191,6877230,0.000027772,41093.03977,367,0.005975231,11,0.000001599,193,0.000028063
Teddington,E05000530,429.55,2.823,E09000027,Richmond upon Thames,117446,193,4295467,0.000044931,34236.00215,382,0.007970263,13,0.000003026,195,0.000045396
Hampton Wick,E05000522,274.552,0.444,E09000027,Richmond upon Thames,50529,168,2745600,0.000061188,26556.39786,317,0.009672347,13,0.000004734,169,0.000061553
Heathfield,E05000523,191.058,0,E09000027,Richmond upon Thames,51143,150,1910557,0.000078511,26942.18046,284,0.014101741,7,0.000003663,153,0.000080081
Twickenham Riverside,E05000531,196.431,21.262,E09000027,Richmond upon Thames,117431,171,1964302,0.000087053,23954.62731,316,0.012194981,16,0.000008145,171,0.000087053
"Ham, Petersham and Richmond Riverside",E05000519,943.267,18.15,E09000027,Richmond upon Thames,51116,239,9432719,0.000025337,49671.59532,442,0.005265883,29,0.000003074,240,0.000025443
North Richmond,E05000526,280.147,8.585,E09000027,Richmond upon Thames,117432,157,2801472,0.000056042,23559.28103,319,0.008409607,45,0.000016063,160,0.000057112
Kew,E05000524,357.625,27.583,E09000027,Richmond upon Thames,51115,254,3576261,0.000071023,35211.43091,473,0.009845878,21,0.000005872,256,0.000071583
East Sheen,E05000517,583.319,0,E09000027,Richmond upon Thames,117429,167,5833174,0.000028629,30989.0301,304,0.00531255,10,0.000001714,167,0.000028629
Mortlake and Barnes Common,E05000525,193.608,9.313,E09000027,Richmond upon Thames,50461,163,1936084,0.00008419,26419.41191,323,0.013645798,23,0.000011879,164,0.000084707
Hampton North,E05000521,194.98,0,E09000027,Richmond upon Thames,117449,156,1949817,0.000080007,23287.61763,315,0.011943488,15,0.000007693,156,0.000080007
Fulwell and Hampton Hill,E05000518,191.772,0,E09000027,Richmond upon Thames,51128,160,1917722,0.000083432,24795.7358,304,0.012929786,3,0.000001564,160,0.000083432
West Twickenham,E05000532,245.856,0,E09000027,Richmond upon Thames,117447,208,2458569,0.000084602,30428.094,385,0.012376343,20,0.000008134,209,0.000085008
Whitton,E05000533,162.597,0,E09000027,Richmond upon Thames,51142,141,1625983,0.000086716,26018.72856,271,0.016001845,5,0.000003075,141,0.000086716
South Twickenham,E05000529,172.727,3.688,E09000027,Richmond upon Thames,117448,140,1727279,0.000081052,22236.24655,284,0.012873569,9,0.00000521,143,0.000082789
St. Margarets and North Twickenham,E05000527,200.763,4.026,E09000027,Richmond upon Thames,117430,156,2007612,0.000077704,29091.82246,321,0.014490759,58,0.00002889,169,0.000084179
South Richmond,E05000528,269.139,3.142,E09000027,Richmond upon Thames,50527,195,2691386,0.000072453,29747.51816,377,0.011052862,15,0.000005573,195,0.000072453
Barnes,E05000516,300.994,36.426,E09000027,Richmond upon Thames,50474,137,3009952,0.000045515,23936.12202,255,0.007952326,6,0.000001993,138,0.000045847
Cannon Hill,E05000456,222.344,0,E09000024,Merton,50826,219,2223419,0.000098497,28342.37574,452,0.012747204,17,0.000007645,220,0.000098946
Cricket Green,E05000458,299.553,0,E09000024,Merton,50783,195,2995506,0.000065097,31624.35838,394,0.010557267,34,0.00001135,196,0.000065431
Village,E05000472,621.285,0,E09000024,Merton,50778,247,6212887,0.000039756,43406.36916,479,0.006986505,10,0.000001609,247,0.000039756
Wimbledon Park,E05000474,231.007,0,E09000024,Merton,51250,135,2310071,0.000058439,25169.37815,264,0.010895499,3,0.000001298,135,0.000058439
Lower Morden,E05000465,180.378,0,E09000024,Merton,50534,236,1803767,0.000130837,32665.18637,462,0.018109426,6,0.000003326,247,0.000136935
West Barnes,E05000473,195.164,0,E09000024,Merton,50825,132,1951635,0.000067635,24586.33541,263,0.012597814,15,0.000007685,139,0.000071222
Raynes Park,E05000469,185.651,0,E09000024,Merton,50822,147,1856502,0.000079181,24625.60298,298,0.013264517,10,0.000005386,147,0.000079181
Dundonald,E05000459,115.197,0,E09000024,Merton,50823,108,1151989,0.00009375,17746.89929,215,0.015405441,11,0.000009548,109,0.000094619
St. Helier,E05000470,184.527,0,E09000024,Merton,50842,169,1845287,0.000091584,23195.81161,329,0.0125703,26,0.000014089,175,0.000094836
Ravensbury,E05000468,183.954,0,E09000024,Merton,50780,146,1839550,0.000079367,23348.42657,297,0.012692466,44,0.000023918,153,0.000083172
Merton Park,E05000466,181.418,0,E09000024,Merton,51252,188,1814168,0.000103628,27746.08095,382,0.015294107,28,0.000015434,188,0.000103628
Abbey,E05000455,139.326,0,E09000024,Merton,50779,151,1393255,0.000108379,22601.778,297,0.016222283,19,0.000013637,151,0.000108379
Figge's Marsh,E05000460,114.19,0,E09000024,Merton,117356,172,1141933,0.000150621,22443.37522,360,0.019653845,21,0.000018389,177,0.000155
Pollards Hill,E05000467,216.326,0,E09000024,Merton,51193,254,2163301,0.000117413,32623.46661,445,0.01508041,10,0.000004622,258,0.000119262
Graveney,E05000461,88.249,0,E09000024,Merton,122408,141,882522,0.000159769,18051.85352,256,0.020454848,3,0.000003399,141,0.000159769
Longthornton,E05000464,148.343,0,E09000024,Merton,50785,156,1483419,0.000105162,24264.05129,306,0.016356842,4,0.000002696,156,0.000105162
Hillside,E05000462,118.898,0,E09000024,Merton,50824,148,1188978,0.000124476,19511.57209,305,0.016410372,4,0.000003364,149,0.000125317
Trinity,E05000471,107.601,0,E09000024,Merton,51251,113,1076004,0.000105018,16291.11506,224,0.015140385,6,0.000005576,113,0.000105018
Lavender Fields,E05000463,117.965,0,E09000024,Merton,50781,111,1179632,0.000094097,17113.33012,239,0.014507346,9,0.000007629,112,0.000094944
Colliers Wood,E05000457,111.09,0,E09000024,Merton,122406,118,1110919,0.000106218,18278.30637,246,0.01645332,28,0.000025204,122,0.000109819
Roehampton and Putney Heath,E05000621,442.415,0,E09000032,Wandsworth,117302,313,4424176,0.000070747,40917.32895,563,0.009248576,28,0.000006328,318,0.000071877
Thamesfield,E05000625,192.172,26.211,E09000032,Wandsworth,51249,178,1921735,0.000092624,25106.04713,313,0.01306426,11,0.000005724,178,0.000092624
Wandsworth Common,E05000627,276.497,0,E09000032,Wandsworth,117305,217,2764960,0.000078482,34267.2115,400,0.012393384,14,0.000005063,218,0.000078843
West Hill,E05000628,168.568,0,E09000032,Wandsworth,117310,198,1685684,0.000117459,27699.13524,379,0.016431985,10,0.000005932,199,0.000118053
West Putney,E05000629,184.761,0,E09000032,Wandsworth,50644,258,1847553,0.000139644,35486.95234,477,0.019207542,5,0.000002706,259,0.000140185
East Putney,E05000613,161.034,0,E09000032,Wandsworth,117303,238,1610314,0.000147797,28091.61208,475,0.017444804,26,0.000016145,240,0.000149039
Graveney,E05000616,101.117,0,E09000032,Wandsworth,122407,128,1011147,0.000126588,19619.91343,242,0.019403621,6,0.000005933,129,0.000127577
Tooting,E05000626,160.02,0,E09000032,Wandsworth,50715,162,1600208,0.000101236,25932.29143,299,0.016205575,2,0.000001249,162,0.000101236
Southfields,E05000624,152.469,0,E09000032,Wandsworth,50645,131,1524688,0.000085919,22486.0311,259,0.014747955,10,0.000006558,131,0.000085919
Earlsfield,E05000612,140.341,0,E09000032,Wandsworth,117304,149,1403402,0.00010617,22843.36079,266,0.016277132,2,0.000001425,149,0.00010617
Nightingale,E05000618,123.197,0,E09000032,Wandsworth,117311,133,1231976,0.000107956,21030.32548,247,0.017070401,0,0,133,0.000107956
Furzedown,E05000615,141.528,0,E09000032,Wandsworth,122411,137,1415272,0.000096801,23693.68045,250,0.016741432,11,0.000007772,141,0.000099627
Bedford,E05000611,180.48,0,E09000032,Wandsworth,50713,102,1804807,0.000056515,19837.16885,194,0.010991296,6,0.000003324,103,0.000057069
Balham,E05000610,121.176,0,E09000032,Wandsworth,50717,149,1211741,0.000122963,22558.99345,288,0.018617009,12,0.000009903,149,0.000122963
Fairfield,E05000614,145.428,6.745,E09000032,Wandsworth,117306,178,1454292,0.000122396,25316.49561,350,0.017408124,32,0.000022003,182,0.000125146
Northcote,E05000619,167.535,0,E09000032,Wandsworth,117307,167,1675347,0.00009968,24038.84664,313,0.014348577,2,0.000001193,167,0.00009968
Latchmere,E05000617,108.326,0,E09000032,Wandsworth,117312,140,1083275,0.000129237,18855.10026,288,0.017405645,19,0.000017539,142,0.000131084
St. Mary's Park,E05000622,139.685,31.399,E09000032,Wandsworth,117308,132,1396871,0.000094496,18816.98168,268,0.013470808,8,0.000005727,135,0.000096644
Queenstown,E05000620,320.486,31.244,E09000032,Wandsworth,117309,169,3204843,0.000052732,32465.47771,351,0.01013013,30,0.00000936,176,0.000054916
Shaftesbury,E05000623,94.789,0,E09000032,Wandsworth,50798,116,947871,0.000122379,19365.78804,222,0.020430826,2,0.00000211,116,0.000122379
Palace Riverside,E05000259,148.083,34.321,E09000013,Hammersmith and Fulham,117145,70,1480802,0.000047271,13393.06675,150,0.009044468,6,0.000004051,70,0.000047271
Munster,E05000257,62.427,0,E09000013,Hammersmith and Fulham,117153,85,624271,0.000136158,12966.49401,170,0.020770617,0,0,85,0.000136158
Sands End,E05000262,137.806,23.596,E09000013,Hammersmith and Fulham,117151,109,1378090,0.000079095,16242.53737,206,0.011786267,2,0.000001451,111,0.000080546
Parsons Green and Walham,E05000260,89.587,0,E09000013,Hammersmith and Fulham,117150,140,895839,0.000156278,18089.59998,270,0.020192914,9,0.000010046,141,0.000157394
Fulham Broadway,E05000254,66.797,0,E09000013,Hammersmith and Fulham,117155,108,667963,0.000161685,13503.22987,210,0.020215535,5,0.000007485,108,0.000161685
Ravenscourt Park,E05000261,121.533,6.317,E09000013,Hammersmith and Fulham,117147,130,1215313,0.000106968,19305.4585,257,0.015885174,6,0.000004937,132,0.000108614
Hammersmith Broadway,E05000256,110.305,5.486,E09000013,Hammersmith and Fulham,117148,180,1103045,0.000163184,22388.89561,327,0.020297354,18,0.000016318,180,0.000163184
Avonmore and Brook Green,E05000252,89.659,0,E09000013,Hammersmith and Fulham,117149,129,896601,0.000143876,17565.23838,243,0.019590919,2,0.00000223,129,0.000143876
Askew,E05000251,76.25,0,E09000013,Hammersmith and Fulham,117146,105,762495,0.000137705,15191.8967,214,0.019923929,4,0.000005245,106,0.000139017
Wormholt and White City,E05000265,90.164,0,E09000013,Hammersmith and Fulham,117157,119,901621,0.000131984,17074.84251,222,0.018937937,11,0.0000122,119,0.000131984
Shepherd's Bush Green,E05000263,106.82,0,E09000013,Hammersmith and Fulham,117158,120,1068171,0.000112341,19209.29735,245,0.017983354,13,0.00001217,121,0.000113277
College Park and Old Oak,E05000253,343.654,0,E09000013,Hammersmith and Fulham,50480,150,3436568,0.000043648,30483.66073,301,0.008870379,20,0.000005819,150,0.000043648
Town,E05000264,65.129,0,E09000013,Hammersmith and Fulham,117152,118,651314,0.000181172,15200.05785,234,0.023337526,0,0,119,0.000182707
Fulham Reach,E05000255,88.198,5.928,E09000013,Hammersmith and Fulham,117154,102,881990,0.000115647,14454.30793,193,0.01638829,4,0.000004535,102,0.000115647
North End,E05000258,63.517,0,E09000013,Hammersmith and Fulham,117156,77,635163,0.000121228,10217.74065,154,0.0160868,2,0.000003148,77,0.000121228
Addison,E05000250,55.481,0,E09000013,Hammersmith and Fulham,50641,80,554823,0.00014419,11383.46245,157,0.020517286,3,0.000005407,82,0.000147794
Cremorne,E05000387,61.028,13.241,E09000020,Kensington and Chelsea,51243,83,610277,0.000136003,10220.32072,165,0.016747019,2,0.000003277,83,0.000136003
Holland,E05000391,103.896,0,E09000020,Kensington and Chelsea,50661,118,1038942,0.000113577,16146.10814,231,0.015540913,10,0.000009625,121,0.000116464
Norland,E05000392,72.393,0,E09000020,Kensington and Chelsea,117492,103,723927,0.000142279,15372.01477,224,0.021234205,6,0.000008288,106,0.000146423
Golborne,E05000389,94.413,0,E09000020,Kensington and Chelsea,50559,93,944136,0.000098502,16345.21277,185,0.017312349,5,0.000005295,95,0.000100621
Redcliffe,E05000396,69.64,0,E09000020,Kensington and Chelsea,51247,78,696389,0.000112006,12028.3877,157,0.017272512,4,0.000005743,78,0.000112006
Stanley,E05000399,66.235,0,E09000020,Kensington and Chelsea,117490,113,662356,0.000170603,14224.63887,221,0.021475821,0,0,113,0.000170603
Royal Hospital,E05000397,90.143,12.753,E09000020,Kensington and Chelsea,117491,106,901408,0.000117593,13825.60218,207,0.015337785,2,0.000002218,112,0.00012425
Brompton,E05000383,95.504,0,E09000020,Kensington and Chelsea,117493,186,955061,0.000194752,22212.71151,379,0.023257898,2,0.000002094,190,0.00019894
Abingdon,E05000382,63.06,0,E09000020,Kensington and Chelsea,50660,109,630606,0.000172849,13079.59716,207,0.020741314,5,0.000007928,109,0.000172849
Pembridge,E05000394,48.904,0,E09000020,Kensington and Chelsea,50562,76,489054,0.000155402,9956.30473,151,0.020358293,0,0,76,0.000155402
Notting Barns,E05000393,62.332,0,E09000020,Kensington and Chelsea,50484,72,623337,0.000115507,12806.01446,174,0.020544287,2,0.000003208,78,0.000125133
Colville,E05000385,39.212,0,E09000020,Kensington and Chelsea,50563,64,392116,0.000163217,9077.640511,140,0.023150395,3,0.00000765,64,0.000163217
St. Charles,E05000398,70.783,0,E09000020,Kensington and Chelsea,50483,75,707812,0.00010596,12360.23325,156,0.017462593,0,0,80,0.000113024
Earl's Court,E05000388,45.828,0,E09000020,Kensington and Chelsea,50662,59,458286,0.00012874,7507.936069,115,0.016382643,4,0.000008728,59,0.00012874
Courtfield,E05000386,47.76,0,E09000020,Kensington and Chelsea,50654,75,477598,0.000157035,10538.22739,158,0.022065057,1,0.000002093,75,0.000157035
Queen's Gate,E05000395,60.645,0,E09000020,Kensington and Chelsea,50657,103,606445,0.000169842,13843.88759,203,0.022827935,5,0.000008244,104,0.000171491
Hans Town,E05000390,55.234,0,E09000020,Kensington and Chelsea,117494,121,552343,0.000219066,14290.28172,239,0.025872115,0,0,121,0.000219066
Campden,E05000384,91.37,0,E09000020,Kensington and Chelsea,50561,108,913695,0.000118201,14692.37855,206,0.016080178,1,0.000001094,108,0.000118201
St. James's,E05000644,346.379,27.146,E09000033,Westminster,117483,442,3463810,0.000127605,52173.29971,833,0.015062402,43,0.000012414,450,0.000129914
Lancaster Gate,E05000638,63.082,0,E09000033,Westminster,50773,130,630821,0.00020608,16281.60827,251,0.025810187,3,0.000004755,130,0.00020608
Knightsbridge and Belgravia,E05000637,359.43,0,E09000033,Westminster,117482,276,3594278,0.000076788,37888.407,553,0.010541312,23,0.000006399,284,0.000079014
Hyde Park,E05000636,95.514,0,E09000033,Westminster,50772,206,955101,0.000215684,25235.04489,397,0.026421336,6,0.000006282,215,0.000225107
Churchill,E05000633,60.923,9.333,E09000033,Westminster,50796,84,609237,0.000137877,9920.495536,163,0.016283475,2,0.000003282,84,0.000137877
Vincent Square,E05000646,68.355,8.89,E09000033,Westminster,117485,105,683550,0.000153609,12906.82308,200,0.018882046,4,0.000005851,106,0.000155072
West End,E05000649,199.973,0,E09000033,Westminster,50723,446,1999714,0.000223031,50141.7657,859,0.025074468,5,0.0000025,457,0.000228532
Harrow Road,E05000635,49.519,0,E09000033,Westminster,50565,73,495224,0.000147408,10259.35727,143,0.020716599,0,0,73,0.000147408
Bryanston and Dorset Square,E05000632,72.318,0,E09000033,Westminster,50771,170,723213,0.000235062,19399.09357,333,0.026823485,5,0.000006913,170,0.000235062
Regent's Park,E05000643,225.576,0,E09000033,Westminster,50571,169,2255777,0.000074918,22730.55297,329,0.010076595,6,0.000002659,172,0.000076248
Abbey Road,E05000630,109.492,0,E09000033,Westminster,117484,119,1094910,0.000108684,18704.74448,249,0.017083362,2,0.000001826,119,0.000108684
Marylebone High Street,E05000641,100.107,0,E09000033,Westminster,117487,213,1001076,0.000212771,25468.03562,426,0.025440661,0,0,218,0.000217765
Queen's Park,E05000642,58.441,0,E09000033,Westminster,50555,104,584410,0.000177957,14285.35495,198,0.024444063,5,0.000008555,104,0.000177957
Bayswater,E05000631,51.949,0,E09000033,Westminster,50564,69,519513,0.000132816,10600.04846,150,0.020403817,2,0.000003849,69,0.000132816
Warwick,E05000647,57.354,0,E09000033,Westminster,50794,129,573553,0.000224913,14536.07542,256,0.025343909,5,0.000008717,129,0.000224913
Tachbrook,E05000645,44.328,8.94,E09000033,Westminster,117486,52,443277,0.000117308,7608.105696,107,0.017163321,3,0.000006767,52,0.000117308
Westbourne,E05000648,67.646,0,E09000033,Westminster,50566,73,676438,0.000107918,12940.09446,177,0.019129756,3,0.000004435,76,0.000112353
Little Venice,E05000639,63.733,0,E09000033,Westminster,50568,87,637326,0.000136507,13073.90099,185,0.020513679,4,0.000006276,92,0.000144353
Maida Vale,E05000640,64.615,0,E09000033,Westminster,50639,61,646154,0.000094404,8916.838898,118,0.013799866,0,0,63,0.0000975
Church Street,E05000634,44.269,0,E09000033,Westminster,50567,86,442676,0.000194273,10965.69848,176,0.024771386,4,0.000009036,86,0.000194273
Swiss Cottage,E05000144,125.671,0,E09000007,Camden,117288,126,1256730,0.00010026,18099.00889,260,0.014401668,7,0.00000557,133,0.00010583
Highgate,E05000137,323.926,0,E09000007,Camden,50573,148,3239258,0.000045689,25894.60192,286,0.007993991,8,0.000002469,149,0.000045998
Kilburn,E05000140,68.518,0,E09000007,Camden,117286,79,685155,0.000115302,12366.91775,167,0.01804981,2,0.000002919,80,0.000116761
Bloomsbury,E05000129,102.091,0,E09000007,Camden,117296,175,1020927,0.000171412,22497.90221,336,0.022036739,7,0.000006856,175,0.000171412
Holborn and Covent Garden,E05000138,119.493,0,E09000007,Camden,117300,232,1194916,0.000194155,27492.24646,459,0.023007681,3,0.00000251,233,0.000194992
St. Pancras and Somers Town,E05000143,139.889,0,E09000007,Camden,117290,135,1398918,0.000096503,21696.61169,279,0.015509566,16,0.000011437,135,0.000096503
Camden Town with Primrose Hill,E05000130,116.615,0,E09000007,Camden,117297,143,1166152,0.000122625,19189.07713,284,0.016455039,4,0.00000343,144,0.000123483
Cantelowes,E05000131,75.933,0,E09000007,Camden,117299,94,759314,0.000123796,14763.66025,202,0.019443419,5,0.000006584,94,0.000123796
King's Cross,E05000141,61.138,0,E09000007,Camden,117301,100,611352,0.000163571,12662.89529,205,0.020712936,14,0.0000229,103,0.000168479
Fortune Green,E05000132,100.652,0,E09000007,Camden,117295,94,1006511,0.000093391,15726.70799,180,0.015624973,1,0.000000993,94,0.000093391
Frognal and Fitzjohns,E05000133,153.023,0,E09000007,Camden,117293,140,1530218,0.00009149,22627.82184,293,0.014787319,9,0.000005881,140,0.00009149
Gospel Oak,E05000134,69.232,0,E09000007,Camden,117291,80,692301,0.000115556,12202.66013,160,0.017626235,4,0.000005777,80,0.000115556
Hampstead Town,E05000135,244.939,0,E09000007,Camden,117294,176,2449389,0.000071854,24759.65,343,0.0101085,9,0.000003674,176,0.000071854
Kentish Town,E05000139,102.895,0,E09000007,Camden,117292,128,1028976,0.000124395,17825.81877,251,0.017323843,4,0.000003887,128,0.000124395
West Hampstead,E05000145,88.729,0,E09000007,Camden,117287,89,887292,0.000100305,14016.49292,178,0.015796933,2,0.000002254,89,0.000100305
Belsize,E05000128,78.057,0,E09000007,Camden,50576,127,780567,0.000162702,15276.03076,236,0.019570428,2,0.000002562,127,0.000162702
Haverstock,E05000136,73.177,0,E09000007,Camden,117298,96,731764,0.000131189,12869.70904,190,0.017587239,2,0.000002733,96,0.000131189
Regent's Park,E05000142,134.956,0,E09000007,Camden,117289,181,1349553,0.000134118,23050.97778,347,0.017080453,0,0,181,0.000134118
Millwall,E05000583,245.818,49.743,E09000030,Tower Hamlets,117257,176,2458209,0.000071596,29295.20525,372,0.011917296,22,0.000008949,192,0.000078105
Blackwall and Cubitt Town,E05000575,296.713,72.369,E09000030,Tower Hamlets,117258,241,2967083,0.000081224,37949.87188,497,0.012790296,13,0.000004381,266,0.00008965
Shadwell,E05000586,96.225,9.72,E09000030,Tower Hamlets,51234,118,962243,0.00012263,16064.36623,254,0.016694708,8,0.000008313,118,0.00012263
St. Katharine's and Wapping,E05000585,150.909,36.301,E09000030,Tower Hamlets,51235,142,1509095,0.000094096,19227.91831,278,0.012741357,3,0.000001987,142,0.000094096
Limehouse,E05000580,114.284,7.034,E09000030,Tower Hamlets,117259,157,1142818,0.000137379,20587.79149,309,0.018014934,15,0.000013125,157,0.000137379
Bethnal Green South,E05000574,88.187,0,E09000030,Tower Hamlets,117260,138,881850,0.000156489,17727.02031,288,0.020102081,4,0.000004535,138,0.000156489
Mile End and Globe Town,E05000581,90.039,0,E09000030,Tower Hamlets,50748,144,900400,0.000159928,17368.87446,283,0.019290176,6,0.000006663,144,0.000159928
Bethnal Green North,E05000573,82.534,0,E09000030,Tower Hamlets,117261,148,825364,0.000179314,17609.18296,294,0.02133505,5,0.000006057,149,0.000180526
St. Dunstan's and Stepney Green,E05000584,101.848,0,E09000030,Tower Hamlets,117264,170,1018512,0.00016691,19981.45498,329,0.019618281,5,0.000004909,171,0.000167892
Mile End East,E05000582,107.133,0,E09000030,Tower Hamlets,50745,117,1071342,0.000109208,17152.08665,251,0.016009907,13,0.000012134,117,0.000109208
East India and Lansbury,E05000579,122.341,4.54,E09000030,Tower Hamlets,117265,185,1223400,0.000151217,23684.41573,357,0.019359502,2,0.000001634,185,0.000151217
Bromley-by-Bow,E05000578,107.073,0,E09000030,Tower Hamlets,117266,124,1070728,0.000115809,18185.54394,253,0.016984279,7,0.000006537,129,0.000120478
Bow West,E05000577,134.293,0,E09000030,Tower Hamlets,117262,108,1342913,0.000080422,19806.37236,231,0.014748812,21,0.000015637,114,0.00008489
Bow East,E05000576,186.61,0,E09000030,Tower Hamlets,117263,154,1866095,0.000082525,27319.67779,316,0.014640025,16,0.000008574,160,0.00008574
Whitechapel,E05000589,92.147,0,E09000030,Tower Hamlets,50753,186,921457,0.000201854,21004.62576,365,0.022795014,2,0.00000217,186,0.000201854
Spitalfields and Banglatown,E05000587,63.773,0,E09000030,Tower Hamlets,50754,119,637734,0.000186598,13426.5369,232,0.021053506,6,0.000009408,119,0.000186598
Weavers,E05000588,77.575,0,E09000030,Tower Hamlets,50811,154,775742,0.000198519,17869.69757,308,0.023035619,7,0.000009023,161,0.000207543
Clerkenwell,E05000370,93.263,0,E09000019,Islington,50755,163,932631,0.000174774,19502.19969,354,0.020910949,7,0.000007505,167,0.000179063
Caledonian,E05000368,113.611,0,E09000019,Islington,50626,124,1136135,0.000109142,18193.67296,264,0.016013654,3,0.00000264,124,0.000109142
St. Mary's,E05000379,86.831,0,E09000019,Islington,50761,150,868305,0.00017275,17952.50703,302,0.020675346,17,0.000019578,154,0.000177357
Holloway,E05000375,100.874,0,E09000019,Islington,117408,121,1008704,0.000119955,17613.04042,244,0.017461059,0,0,121,0.000119955
Highbury East,E05000372,100.809,0,E09000019,Islington,50667,104,1008085,0.000103165,16912.72757,215,0.016777084,19,0.000018847,105,0.000104157
Highbury West,E05000373,108.254,0,E09000019,Islington,117409,102,1082545,0.000094222,15687.77223,214,0.014491565,13,0.000012008,103,0.000095146
Tollington,E05000381,84.866,0,E09000019,Islington,117405,113,848683,0.000133147,16444.8863,226,0.019376947,6,0.000007069,113,0.000133147
Bunhill,E05000367,108.263,0,E09000019,Islington,50812,203,1082622,0.000187507,22381.27612,406,0.020673213,7,0.000006465,207,0.000191202
St. Peter's,E05000380,81.053,0,E09000019,Islington,50762,135,810524,0.000166558,17516.12622,270,0.021610866,13,0.000016039,135,0.000166558
Canonbury,E05000369,80.72,0,E09000019,Islington,117407,118,807227,0.000146179,16215.46535,222,0.020087863,8,0.00000991,118,0.000146179
Barnsbury,E05000366,83.012,0,E09000019,Islington,50763,116,830103,0.000139741,16201.18445,252,0.019517077,4,0.000004818,116,0.000139741
St. George's,E05000378,84.582,0,E09000019,Islington,50625,87,845832,0.000102857,13641.53187,181,0.016127944,6,0.000007093,87,0.000102857
Junction,E05000376,102.75,0,E09000019,Islington,50586,112,1027499,0.000109002,16183.85585,238,0.015750726,5,0.000004866,112,0.000109002
Finsbury Park,E05000371,91.626,0,E09000019,Islington,117410,132,916269,0.000144062,17434.29982,260,0.01902749,7,0.000007639,132,0.000144062
Hillrise,E05000374,82.471,0,E09000019,Islington,117406,99,824700,0.000120043,14103.5061,201,0.017101377,1,0.000001212,99,0.000120043
Mildmay,E05000377,82.68,0,E09000019,Islington,50699,92,826792,0.000111273,14039.03045,196,0.016980123,3,0.000003628,94,0.000113692
Haggerston,E05000239,124.25,0,E09000012,Hackney,117332,219,1242535,0.000176252,25865.97493,447,0.020817099,16,0.000012876,219,0.000176252
Brownswood,E05000231,83.855,0,E09000012,Hackney,50583,79,838529,0.000094212,12115.01751,170,0.014447941,2,0.000002385,79,0.000094212
De Beauvoir,E05000236,88.783,0,E09000012,Hackney,50759,113,887803,0.00012728,16466.91569,239,0.018547938,7,0.000007884,113,0.00012728
Queensbridge,E05000245,107.974,0,E09000012,Hackney,50810,176,1079720,0.000163005,21635.33635,337,0.020037913,13,0.00001204,176,0.000163005
Wick,E05000249,162.744,0,E09000012,Hackney,50741,169,1627435,0.000103844,25148.0878,329,0.015452591,21,0.000012903,169,0.000103844
Dalston,E05000235,92.658,0,E09000012,Hackney,117336,149,926575,0.000160807,18315.81913,295,0.019767227,7,0.000007554,149,0.000160807
Stoke Newington Central,E05000247,71.192,0,E09000012,Hackney,117340,95,711925,0.000133441,14346.77486,197,0.020152087,7,0.000009832,95,0.000133441
Hackney Downs,E05000238,101.805,0,E09000012,Hackney,117342,109,1018044,0.000107068,16121.71419,225,0.015835969,9,0.00000884,111,0.000109032
Leabridge,E05000242,106.363,0,E09000012,Hackney,50675,96,1063610,0.000090258,17360.02724,211,0.016321797,17,0.000015983,102,0.000095899
New River,E05000244,97.798,0,E09000012,Hackney,117333,100,977976,0.000102252,14883.22194,196,0.015218391,6,0.000006135,100,0.000102252
